kodi_projekti,viti_fiskal,vlera_planifikuar_fillestare,vlera_miratuar_aktuale,perfshin_tvsh,vlera_disbursuar,data_miratimit_buxhetit,data_rishikimit_fundit
PRJ-004122,2025,19729347.2,19729347.2,True,,2025-08-31 08:00:00,
PRJ-004123,2025,42165722.21,41728066.8,True,,2025-09-10 08:00:00,2025-11-26 08:00:00
PRJ-004124,2025,22436375.0,22436375.0,True,,2025-09-15 08:00:00,
PRJ-004125,2025,8000000.4,8833457.27,True,,2025-09-22 09:00:00,2025-11-26 09:00:00
PRJ-004126,2025,22414464.0,22414464.0,True,,2025-09-06 09:00:00,
PRJ-004127,2025,28094197.32,28094197.32,True,,2025-10-16 09:00:00,
PRJ-004128,2025,287995848.84,273125424.64,True,,2025-10-10 09:00:00,2025-11-24 09:00:00
PRJ-004129,2025,237487187.52,237487187.52,True,,2025-10-20 09:00:00,
PRJ-004130,2025,1500000.0,1500000.0,True,,2025-10-01 11:00:00,
PRJ-004131,2025,12912343.2,12912343.2,True,,2025-10-22 09:00:00,
PRJ-004132,2025,4320000.0,4320000.0,True,,2025-09-17 13:00:00,
PRJ-004133,2025,5141880.0,5376300.63,True,,2025-09-11 14:00:00,2025-11-25 14:00:00
PRJ-004134,2025,74752424.04,71110737.66,True,,2025-10-03 10:00:00,2025-11-05 10:00:00
PRJ-004135,2025,165630634.8,165630634.8,True,,2025-10-09 15:30:00,
PRJ-004136,2025,,,,,,
PRJ-004137,2025,1800000.0,1800000.0,True,,2025-10-13 08:00:00,
PRJ-004138,2025,,,,,,
PRJ-004139,2025,1193036.4,1237769.89,True,,2025-10-08 10:00:00,2025-11-20 10:00:00
PRJ-004140,2025,,,,,,
PRJ-004141,2025,3600000.0,3709829.28,True,,2025-09-21 08:00:00,2025-10-13 08:00:00
PRJ-004142,2025,5391046.8,5391046.8,True,,2025-10-05 10:00:00,
PRJ-004143,2025,1247738.4,1247738.4,True,,2025-08-28 02:00:00,
PRJ-004144,2025,3779360.0,3779360.0,True,,2025-09-22 09:30:00,
PRJ-004145,2025,4720524.02,5531901.09,True,,2025-09-19 08:00:00,2025-10-13 08:00:00
PRJ-004146,2025,4792933.51,4792933.51,True,,2025-09-03 08:00:00,
PRJ-004147,2025,6233615.92,7769509.03,True,,2025-10-01 08:00:00,2025-11-20 08:00:00
PRJ-004148,2025,23187980.04,28131113.92,True,,2025-10-17 08:00:00,2025-11-20 08:00:00
PRJ-004149,2025,7440906.59,8984657.73,True,,2025-08-25 08:00:00,2025-11-20 08:00:00
PRJ-004150,2025,25511780.74,31879204.78,True,,2025-10-20 10:00:00,2025-11-20 10:00:00
PRJ-004151,2025,23121017.02,23121017.02,True,,2025-10-09 09:00:00,
PRJ-004152,2025,,,,,,
PRJ-004153,2025,3000000.0,3000000.0,True,,2025-10-20 09:00:00,
PRJ-004154,2025,7293333.24,7293333.24,True,,2025-08-27 10:00:00,
PRJ-004155,2025,11973600.0,13173547.98,True,,2025-09-20 10:00:00,2025-11-19 10:00:00
PRJ-004156,2025,,,,,,
PRJ-004157,2025,,,,,,
PRJ-004158,2025,25976666.4,25976666.4,True,,2025-10-04 10:00:00,
PRJ-004159,2025,74474186.64,74474186.64,True,,2025-10-01 10:00:00,
PRJ-004160,2025,,,,,,
PRJ-004161,2025,2400000.0,2156399.77,True,,2025-10-15 15:00:00,2025-11-18 15:00:00
PRJ-004162,2025,1599999.6,1599999.6,True,,2025-09-27 11:00:00,
PRJ-004163,2025,3070102.8,2719418.5,True,,2025-09-20 10:00:00,2025-11-06 10:00:00
PRJ-004164,2025,259884000.02,259884000.02,True,,2025-10-08 09:00:00,
PRJ-004165,2025,104670707.64,104670707.64,True,,2025-09-21 10:00:00,
PRJ-004166,2025,,,,,,
PRJ-004167,2025,2373120.0,2373120.0,True,,2025-09-27 09:00:00,
PRJ-004168,2025,5985000.0,5985000.0,True,,2025-09-15 10:00:00,
PRJ-004169,2025,10966800.0,12168819.64,True,,2025-08-24 10:00:00,2025-11-17 10:00:00
PRJ-004170,2025,2199999.6,2359814.84,True,,2025-09-27 10:00:00,2025-11-17 10:00:00
PRJ-004171,2025,179977320.0,179977320.0,True,,2025-10-08 11:00:00,
PRJ-004172,2025,52757760.0,52757760.0,True,,2025-10-03 09:00:00,
PRJ-004173,2025,76851259.38,76851259.38,True,,2025-08-27 10:30:00,
PRJ-004174,2025,1699999.2,1699999.2,True,,2025-09-06 08:30:00,
PRJ-004175,2025,1458600.0,1458600.0,True,,2025-10-11 08:30:00,
PRJ-004176,2025,,,,,,
PRJ-004177,2025,,,,,,
PRJ-004178,2025,,,,,,
PRJ-004179,2025,,,,,,
PRJ-004180,2025,11998800.0,11998800.0,True,,2025-09-05 11:00:00,
PRJ-004181,2025,,,,,,
PRJ-004182,2025,29999558.4,30586042.6,True,,2025-08-22 12:00:00,2025-11-13 12:00:00
PRJ-004183,2025,2724813.6,2724813.6,True,,2025-09-08 10:00:00,
PRJ-004184,2025,7148400.0,7148400.0,True,,2025-10-09 10:00:00,
PRJ-004185,2025,115930.6,115930.6,True,,2025-09-18 08:00:00,
PRJ-004186,2025,20080.66,22140.89,True,,2025-08-17 08:00:00,2025-10-21 08:00:00
PRJ-004187,2025,579556.8,579556.8,True,,2025-09-02 08:00:00,
PRJ-004188,2025,270421.88,270421.88,True,,2025-09-25 08:00:00,
PRJ-004189,2025,746949.08,917974.42,True,,2025-09-18 08:00:00,2025-11-13 08:00:00
PRJ-004190,2025,273838.69,273838.69,True,,2025-10-06 08:00:00,
PRJ-004191,2025,2137182.29,2137182.29,True,,2025-10-10 08:00:00,
PRJ-004192,2025,9578078.4,9578078.4,True,,2025-10-05 08:00:00,
PRJ-004193,2025,5434118.4,5434118.4,True,,2025-08-23 08:00:00,
PRJ-004194,2025,35000000.4,35000000.4,True,,2025-08-31 08:00:00,
PRJ-004195,2025,12398716.8,12398716.8,True,,2025-09-22 12:00:00,
PRJ-004196,2025,,,,,,
PRJ-004197,2025,,,,,,
PRJ-004198,2025,,,,,,
PRJ-004199,2025,9702108.0,9702108.0,True,,2025-09-20 08:30:00,
PRJ-004200,2025,3600000.0,4352615.99,True,,2025-09-11 11:00:00,2025-10-23 11:00:00
PRJ-004201,2025,1661160.0,1661160.0,True,,2025-09-06 10:00:00,
PRJ-004202,2025,,,,,,
PRJ-004203,2025,3999999.6,4969102.36,True,,2025-10-13 12:00:00,2025-10-31 12:00:00
PRJ-004204,2025,4998705.6,4998705.6,True,,2025-10-04 11:00:00,
PRJ-004205,2025,1616000.4,1616000.4,True,,2025-10-10 09:00:00,
PRJ-004206,2025,5964000.0,5964000.0,True,,2025-09-28 09:00:00,
PRJ-004207,2025,59964000.0,59964000.0,True,,2025-08-24 09:00:00,
PRJ-004208,2025,54000000.0,54000000.0,True,,2025-08-18 09:00:00,
PRJ-004209,2025,27499999.2,27499999.2,True,,2025-08-21 11:00:00,
PRJ-004210,2025,8439999.6,8439999.6,True,,2025-09-26 11:00:00,
PRJ-004211,2025,435999.6,435999.6,True,,2025-09-06 11:00:00,
PRJ-004212,2025,3399999.6,3126554.77,True,,2025-10-06 11:00:00,2025-11-12 11:00:00
PRJ-004213,2025,276399.6,244407.34,True,,2025-09-05 11:00:00,2025-11-12 11:00:00
PRJ-004214,2025,8568000.0,7783609.46,True,,2025-09-29 11:00:00,2025-11-12 11:00:00
PRJ-004215,2025,2081998.8,2081998.8,True,,2025-09-10 11:00:00,
PRJ-004216,2025,1476000.0,1476000.0,True,,2025-09-14 11:00:00,
PRJ-004217,2025,3088800.0,3088800.0,True,,2025-10-12 11:00:00,
PRJ-004218,2025,35974369.2,35974369.2,True,,2025-09-21 11:00:00,
PRJ-004219,2025,8207172.0,9190999.34,True,,2025-08-19 11:00:00,2025-11-12 11:00:00
PRJ-004220,2025,2161410.0,2161410.0,True,,2025-10-09 09:00:00,
PRJ-004221,2025,6999999.6,6999999.6,True,,2025-08-14 13:00:00,
PRJ-004222,2025,32483899.18,32483899.18,True,,2025-09-12 10:00:00,
PRJ-004223,2025,9600000.0,8209795.41,True,,2025-10-09 09:00:00,2025-11-11 09:00:00
PRJ-004224,2025,3096000.0,3096000.0,True,,2025-10-05 11:00:00,
PRJ-004225,2025,3505080.0,3083915.63,True,,2025-09-24 11:00:00,2025-11-11 11:00:00
PRJ-004226,2025,409080.0,506402.43,True,,2025-09-02 11:00:00,2025-10-05 11:00:00
PRJ-004227,2025,2123998.8,2241319.29,True,,2025-09-02 13:00:00,2025-11-11 13:00:00
PRJ-004228,2025,,,,,,
PRJ-004229,2025,9999999.6,9999999.6,True,,2025-09-10 09:00:00,
PRJ-004230,2025,1418358.0,1418358.0,True,,2025-09-11 12:00:00,
PRJ-004231,2025,343200.0,343200.0,True,,2025-08-16 08:00:00,
PRJ-004232,2025,8923200.0,8923200.0,True,,2025-10-09 08:00:00,
PRJ-004233,2025,11314452.96,11314452.96,True,,2025-10-12 09:00:00,
PRJ-004234,2025,17249702.4,17249702.4,True,,2025-09-17 11:00:00,
PRJ-004235,2025,4711881.6,4711881.6,True,,2025-09-30 08:00:00,
PRJ-004236,2025,676500.0,587616.78,True,,2025-09-12 08:00:00,2025-10-05 08:00:00
PRJ-004237,2025,3347238.72,3217860.19,True,,2025-08-20 08:00:00,2025-09-29 08:00:00
PRJ-004238,2025,51471505.99,51471505.99,True,,2025-09-22 08:00:00,
PRJ-004239,2025,553027.2,553027.2,True,,2025-08-20 08:00:00,
PRJ-004240,2025,21333384.0,21333384.0,True,,2025-10-10 08:30:00,
PRJ-004241,2025,,,,,,
PRJ-004242,2025,13938012.0,14899577.58,True,,2025-09-04 08:00:00,2025-10-13 08:00:00
PRJ-004243,2025,,,,,,
PRJ-004244,2025,,,,,,
PRJ-004245,2025,,,,,,
PRJ-004246,2025,,,,,,
PRJ-004247,2025,15415404.12,15415404.12,True,,2025-09-29 08:00:00,
PRJ-004248,2025,2700000.0,2700000.0,True,,2025-08-13 09:00:00,
PRJ-004249,2025,1444514.4,1317070.13,True,,2025-08-31 13:00:00,2025-11-06 13:00:00
PRJ-004250,2025,3508809.6,3508809.6,True,,2025-09-11 08:30:00,
PRJ-004251,2025,4461511.2,4461511.2,True,,2025-09-19 08:00:00,
PRJ-004252,2025,1527084.0,1527084.0,True,,2025-09-17 09:00:00,
PRJ-004253,2025,43864082.4,43864082.4,True,,2025-09-27 12:00:00,
PRJ-004254,2025,,,,,,
PRJ-004255,2025,,,,,,
PRJ-004256,2025,18038453.6,18038453.6,True,,2025-09-05 10:00:00,
PRJ-004257,2025,3000000.0,3000000.0,True,,2025-09-09 08:00:00,
PRJ-004258,2025,5194234.8,5194234.8,True,,2025-09-15 08:00:00,
PRJ-004259,2025,826003.2,776010.11,True,,2025-09-02 15:00:00,2025-11-05 15:00:00
PRJ-004260,2025,3796192.8,3796192.8,True,,2025-09-21 15:00:00,
PRJ-004261,2025,2970189.6,3106167.06,True,,2025-09-19 15:00:00,2025-10-27 15:00:00
PRJ-004262,2025,5000000.4,5000000.4,True,,2025-10-01 15:30:00,
PRJ-004263,2025,,,,,,
PRJ-004264,2025,155025914.4,186341242.55,True,,2025-09-02 10:00:00,2025-11-05 10:00:00
PRJ-004265,2025,168141626.4,204917950.37,True,,2025-09-28 10:00:00,2025-11-05 10:00:00
PRJ-004266,2025,,,,,,
PRJ-004267,2025,,,,,,
PRJ-004268,2025,3168840.0,3168840.0,True,,2025-09-13 12:00:00,
PRJ-004269,2025,8069688.0,8069688.0,True,,2025-10-06 09:00:00,
PRJ-004270,2025,2079999.6,2079999.6,True,,2025-09-24 08:00:00,
PRJ-004271,2025,,,,,,
PRJ-004272,2025,204000.0,204000.0,True,,2025-08-31 08:00:00,
PRJ-004273,2025,7196640.0,7196640.0,True,,2025-08-13 08:00:00,
PRJ-004274,2025,504000.0,609724.02,True,,2025-09-03 09:00:00,2025-11-04 09:00:00
PRJ-004275,2025,881866.8,813768.29,True,,2025-09-27 09:00:00,2025-11-04 09:00:00
PRJ-004276,2025,377866.8,377866.8,True,,2025-10-02 09:00:00,
PRJ-004277,2025,,,,,,
PRJ-004278,2025,4320000.0,4320000.0,True,,2025-10-04 14:00:00,
PRJ-004279,2025,2499999.6,2499999.6,True,,2025-09-16 14:00:00,
PRJ-004280,2025,11245855.6,12193354.4,True,,2025-08-22 12:00:00,2025-11-03 12:00:00
PRJ-004281,2025,17776999.2,17776999.2,True,,2025-09-14 10:00:00,
PRJ-004282,2025,,,,,,
PRJ-004283,2025,22998446.4,22998446.4,True,,2025-10-01 08:00:00,
PRJ-004284,2025,39998414.4,43470405.26,True,,2025-09-13 08:00:00,2025-11-03 08:00:00
PRJ-004285,2025,16999968.0,16999968.0,True,,2025-09-18 08:00:00,
PRJ-004286,2025,323777258.4,323777258.4,True,,2025-09-03 11:00:00,
PRJ-004287,2025,,,,,,
PRJ-004288,2025,7299999.6,7299999.6,True,,2025-08-16 10:00:00,
PRJ-004289,2025,50795244.0,50795244.0,True,,2025-08-08 09:00:00,
PRJ-004290,2025,143079252.0,143079252.0,True,,2025-09-01 09:00:00,
PRJ-004291,2025,92284008.0,92284008.0,True,,2025-08-31 09:00:00,
PRJ-004292,2025,19126800.0,19126800.0,True,,2025-08-06 08:00:00,
PRJ-004293,2025,13271040.0,11434970.15,True,,2025-08-11 08:00:00,2025-11-02 08:00:00
PRJ-004294,2025,18542131.2,18542131.2,True,,2025-08-05 08:00:00,
PRJ-004295,2025,2732400.0,3387344.24,True,,2025-08-13 08:00:00,2025-11-02 08:00:00
PRJ-004296,2025,15966720.0,13687923.76,True,,2025-08-16 08:00:00,2025-11-02 08:00:00
PRJ-004297,2025,40335667.2,40335667.2,True,,2025-08-14 08:00:00,
PRJ-004298,2025,146159078.4,146159078.4,True,,2025-09-21 08:00:00,
PRJ-004299,2025,36184320.0,36184320.0,True,,2025-08-25 08:00:00,
PRJ-004300,2025,5994300.0,5994300.0,True,,2025-09-07 10:00:00,
PRJ-004301,2025,9585840.0,9585840.0,True,,2025-08-23 09:00:00,
PRJ-004302,2025,91051095.6,92023230.86,True,,2025-08-12 10:00:00,2025-10-17 10:00:00
PRJ-004303,2025,6984000.0,6984000.0,True,,2025-08-16 10:00:00,
PRJ-004304,2025,4805489.6,5705132.46,True,,2025-08-25 09:30:00,2025-10-30 09:30:00
PRJ-004305,2025,23712000.0,22175345.13,True,,2025-09-24 10:00:00,2025-10-30 10:00:00
PRJ-004306,2025,,,,,,
PRJ-004307,2025,,,,,,
PRJ-004308,2025,6038691.36,6038691.36,True,,2025-09-08 08:30:00,
PRJ-004309,2025,6319701.6,6319701.6,True,,2025-08-15 15:30:00,
PRJ-004310,2025,5280000.0,5280000.0,True,,2025-08-03 13:00:00,
PRJ-004311,2025,2979048.0,2979048.0,True,,2025-08-18 09:00:00,
PRJ-004312,2025,2458800.0,2520260.26,True,,2025-08-09 13:00:00,2025-10-29 13:00:00
PRJ-004313,2025,3600000.0,3600000.0,True,,2025-09-30 10:00:00,
PRJ-004314,2025,32983536.0,32983536.0,True,,2025-08-11 08:00:00,
PRJ-004315,2025,210540051.78,210540051.78,True,,2025-09-03 08:30:00,
PRJ-004316,2025,,,,,,
PRJ-004317,2025,8076268.8,7648916.54,True,,2025-08-16 08:00:00,2025-10-28 08:00:00
PRJ-004318,2025,6370069.2,7209020.18,True,,2025-08-02 08:00:00,2025-10-28 08:00:00
PRJ-004319,2025,5720388.6,5333093.32,True,,2025-08-19 09:00:00,2025-10-28 09:00:00
PRJ-004320,2025,6916320.0,6916320.0,True,,2025-08-31 14:00:00,
PRJ-004321,2025,2509920.0,2509920.0,True,,2025-08-30 10:00:00,
PRJ-004322,2025,1652313.6,1652313.6,True,,2025-08-07 08:00:00,
PRJ-004323,2025,28530.0,31851.86,True,,2025-09-29 08:00:00,2025-10-28 08:00:00
PRJ-004324,2025,30771150.0,34228841.97,True,,2025-08-17 08:00:00,2025-09-27 08:00:00
PRJ-004325,2025,29090306.4,29090306.4,True,,2025-08-26 08:00:00,
PRJ-004326,2025,10773537.6,10773537.6,True,,2025-09-10 09:00:00,
PRJ-004327,2025,3090937.5,3090937.5,True,,2025-08-26 08:00:00,
PRJ-004328,2025,7401553.2,7401553.2,True,,2025-09-09 10:00:00,
PRJ-004329,2025,,,,,,
PRJ-004330,2025,98988474.56,98988474.56,True,,2025-09-02 08:30:00,
PRJ-004331,2025,,,,,,
PRJ-004332,2025,12566271.6,12566271.6,True,,2025-09-24 12:00:00,
PRJ-004333,2025,88177172.4,88177172.4,True,,2025-09-05 10:00:00,
PRJ-004334,2025,7500000.0,7500000.0,True,,2025-08-01 08:00:00,
PRJ-004335,2025,,,,,,
PRJ-004336,2025,3104400.0,3104400.0,True,,2025-08-22 12:00:00,
PRJ-004337,2025,,,,,,
PRJ-004338,2025,1263780.0,1263780.0,True,,2025-08-13 12:00:00,
PRJ-004339,2025,,,,,,
PRJ-004340,2025,8740766.4,8740766.4,True,,2025-09-02 10:00:00,
PRJ-004341,2025,,,,,,
PRJ-004342,2025,5985319.2,5985319.2,True,,2025-08-17 08:00:00,
PRJ-004343,2025,300645379.09,300645379.09,True,,2025-09-12 08:30:00,
PRJ-004344,2025,,,,,,
PRJ-004345,2025,,,,,,
PRJ-004346,2025,3168840.0,3168840.0,True,,2025-09-08 12:00:00,
PRJ-004347,2025,5000000.4,5000000.4,True,,2025-09-14 12:00:00,
PRJ-004348,2025,1500000.0,1500000.0,True,,2025-08-17 10:00:00,
PRJ-004349,2025,3969600.0,3969600.0,True,,2025-08-27 09:00:00,
PRJ-004350,2025,235698550.18,235698550.18,True,,2025-08-16 08:30:00,
PRJ-004351,2025,214806326.22,214806326.22,True,,2025-09-02 08:30:00,
PRJ-004352,2025,2931499.99,2931499.99,True,,2025-07-27 08:00:00,
PRJ-004353,2025,0.0,0.0,True,,2025-08-31 09:00:00,
PRJ-004354,2025,765000.0,765000.0,True,,2025-08-06 08:30:00,
PRJ-004355,2025,622200.0,622200.0,True,,2025-09-11 08:30:00,
PRJ-004356,2025,367200.0,367200.0,True,,2025-09-14 08:30:00,
PRJ-004357,2025,,,,,,
PRJ-004358,2025,1329000.0,1196894.41,True,,2025-08-13 08:00:00,2025-10-22 08:00:00
PRJ-004359,2025,2613000.0,2613000.0,True,,2025-09-17 08:00:00,
PRJ-004360,2025,1999536.0,1999536.0,True,,2025-08-23 10:00:00,
PRJ-004361,2025,5058381.6,5058381.6,True,,2025-08-30 10:00:00,
PRJ-004362,2025,,,,,,
PRJ-004363,2025,4798522.8,4798522.8,True,,2025-08-26 09:30:00,
PRJ-004364,2025,,,,,,
PRJ-004365,2025,15503178.0,15503178.0,True,,2025-08-10 10:00:00,
PRJ-004366,2025,20132889.6,20132889.6,True,,2025-08-01 10:00:00,
PRJ-004367,2025,23714036.4,23714036.4,True,,2025-08-11 10:00:00,
PRJ-004368,2025,20022856.8,20022856.8,True,,2025-09-22 10:00:00,
PRJ-004369,2025,100635337.2,100635337.2,True,,2025-08-20 10:00:00,
PRJ-004370,2025,21262376.4,21262376.4,True,,2025-08-10 10:00:00,
PRJ-004371,2025,249242284.8,249242284.8,True,,2025-09-19 08:00:00,
PRJ-004372,2025,13777800.0,15903965.92,True,,2025-09-01 08:00:00,2025-10-03 08:00:00
PRJ-004373,2025,3799200.0,3799200.0,True,,2025-09-06 15:00:00,
PRJ-004374,2025,12398716.8,12398716.8,True,,2025-08-09 14:00:00,
PRJ-004375,2025,2780618.24,2780618.24,True,,2025-07-26 08:00:00,
PRJ-004376,2025,3168316.58,3256730.28,True,,2025-08-11 08:00:00,2025-10-01 08:00:00
PRJ-004377,2025,4194944.62,4194944.62,True,,2025-09-02 08:00:00,
PRJ-004378,2025,4199416.52,4199416.52,True,,2025-09-01 08:00:00,
PRJ-004379,2025,4280595.4,4280595.4,True,,2025-09-19 08:00:00,
PRJ-004380,2025,4684581.58,4684581.58,True,,2025-08-03 08:00:00,
PRJ-004381,2025,5058815.99,5058815.99,True,,2025-07-31 08:00:00,
PRJ-004382,2025,5646324.43,5068868.08,True,,2025-09-15 08:00:00,2025-10-21 08:00:00
PRJ-004383,2025,8489332.4,9391805.37,True,,2025-09-04 08:00:00,2025-10-21 08:00:00
PRJ-004384,2025,8711120.23,8711120.23,True,,2025-09-10 08:00:00,
PRJ-004385,2025,60186063.2,60186063.2,True,,2025-09-09 08:00:00,
PRJ-004386,2025,8971997.21,8971997.21,True,,2025-07-28 08:00:00,
PRJ-004387,2025,2759727.6,2759727.6,True,,2025-09-06 08:00:00,
PRJ-004388,2025,4474000.0,4474000.0,True,,2025-09-08 09:00:00,
PRJ-004389,2025,2316000.0,2288358.28,True,,2025-09-07 08:00:00,2025-10-20 08:00:00
PRJ-004390,2025,3799905.6,3799905.6,True,,2025-09-07 08:30:00,
PRJ-004391,2025,30771150.0,30771150.0,True,,2025-09-12 08:00:00,
PRJ-004392,2025,9978735.6,9978735.6,True,,2025-08-08 11:00:00,
PRJ-004393,2025,39446744.4,33926559.12,True,,2025-09-04 12:00:00,2025-10-20 12:00:00
PRJ-004394,2025,199471592.62,239043890.99,True,,2025-09-13 08:30:00,2025-10-20 08:30:00
PRJ-004395,2025,360000000.0,360000000.0,True,,2025-08-13 14:30:00,
PRJ-004396,2025,14398500.0,14398500.0,True,,2025-09-07 08:00:00,
PRJ-004397,2025,,,,,,
PRJ-004398,2025,3000000.0,3000000.0,True,,2025-09-01 10:00:00,
PRJ-004399,2025,12566271.6,12566271.6,True,,2025-08-08 12:00:00,
PRJ-004400,2025,8045499.96,8045499.96,True,,2025-09-08 10:00:00,
PRJ-004401,2025,88839099.96,88839099.96,True,,2025-09-16 10:00:00,
PRJ-004402,2025,80793600.0,80793600.0,True,,2025-08-27 10:00:00,
PRJ-004403,2025,,,,,,
PRJ-004404,2025,1500000.0,1832156.78,True,,2025-08-16 08:00:00,2025-09-14 08:00:00
PRJ-004405,2025,19800000.0,19800000.0,True,,2025-08-20 11:00:00,
PRJ-004406,2025,29999783.28,29999783.28,True,,2025-08-18 00:00:00,
PRJ-004407,2025,4158621.6,4158621.6,True,,2025-07-26 12:00:00,
PRJ-004408,2025,4278044.4,4194120.6,True,,2025-08-31 12:00:00,2025-10-16 12:00:00
PRJ-004409,2025,7770667.2,7770667.2,True,,2025-08-15 08:00:00,
PRJ-004410,2025,826003.2,826003.2,True,,2025-09-16 12:00:00,
PRJ-004411,2025,2970189.6,2970189.6,True,,2025-08-28 12:00:00,
PRJ-004412,2025,3796192.8,3796192.8,True,,2025-08-17 12:00:00,
PRJ-004413,2025,8000000.4,8000000.4,True,,2025-08-17 09:00:00,
PRJ-004414,2025,1317114.0,1317114.0,True,,2025-08-19 08:00:00,
PRJ-004415,2025,4050000.0,4050000.0,True,,2025-09-15 08:00:00,
PRJ-004416,2025,3960000.0,4150744.67,True,,2025-07-20 12:00:00,2025-08-04 12:00:00
PRJ-004417,2025,17091814.8,17091814.8,True,,2025-08-10 09:00:00,
PRJ-004418,2025,60755959.38,60755959.38,True,,2025-08-14 08:00:00,
PRJ-004419,2025,4118400.0,3742380.6,True,,2025-08-08 13:00:00,2025-10-15 13:00:00
PRJ-004420,2025,7299999.6,7299999.6,True,,2025-09-03 10:00:00,
PRJ-004421,2025,3985600.0,3985600.0,True,,2025-08-13 11:30:00,
PRJ-004422,2025,6999999.6,6693581.83,True,,2025-07-25 09:00:00,2025-09-12 09:00:00
PRJ-004423,2025,1572900.0,1572900.0,True,,2025-07-20 08:00:00,
PRJ-004424,2025,4926116.4,4733867.8,True,,2025-08-15 10:00:00,2025-10-15 10:00:00
PRJ-004425,2025,1994220.0,1994220.0,True,,2025-07-18 09:00:00,
PRJ-004426,2025,8499999.6,9751338.76,True,,2025-08-16 12:00:00,2025-09-22 12:00:00
PRJ-004427,2025,5942199.6,5423478.17,True,,2025-08-16 10:00:00,2025-10-15 10:00:00
PRJ-004428,2025,3473000.4,3473000.4,True,,2025-08-08 08:00:00,
PRJ-004429,2025,19119999.6,19119999.6,True,,2025-07-21 08:00:00,
PRJ-004430,2025,9931375.2,9931375.2,True,,2025-08-03 10:00:00,
PRJ-004431,2025,22820046.0,22820046.0,True,,2025-08-16 14:00:00,
PRJ-004432,2025,2715240.0,2978863.55,True,,2025-08-04 09:00:00,2025-10-14 09:00:00
PRJ-004433,2025,7070400.0,8646938.65,True,,2025-09-07 10:00:00,2025-10-14 10:00:00
PRJ-004434,2025,8069688.0,9394538.91,True,,2025-09-04 09:00:00,2025-10-14 09:00:00
PRJ-004435,2025,3564634.8,3258690.72,True,,2025-07-24 10:00:00,2025-08-28 10:00:00
PRJ-004436,2025,1449199.2,1449199.2,True,,2025-08-02 08:00:00,
PRJ-004437,2025,11906311.2,14413828.24,True,,2025-09-04 08:30:00,2025-10-08 08:30:00
PRJ-004438,2025,238709433.6,238709433.6,True,,2025-07-30 11:00:00,
PRJ-004439,2025,,,,,,
PRJ-004440,2025,279441000.0,279441000.0,True,,2025-09-05 08:00:00,
PRJ-004441,2025,18570631.2,18570631.2,True,,2025-09-09 08:00:00,
PRJ-004442,2025,,,,,,
PRJ-004443,2025,9999998.4,9999998.4,True,,2025-07-20 08:30:00,
PRJ-004444,2025,4780468.8,4780468.8,True,,2025-08-31 09:00:00,
PRJ-004445,2025,6999999.6,6999999.6,True,,2025-08-02 11:00:00,
PRJ-004446,2025,18090600.0,18090600.0,True,,2025-09-07 10:00:00,
PRJ-004447,2025,120480000.0,120480000.0,True,,2025-08-29 09:00:00,
PRJ-004448,2025,9006378.0,10267275.29,True,,2025-08-23 10:00:00,2025-10-12 10:00:00
PRJ-004449,2025,4200000.0,5063963.69,True,,2025-08-28 10:00:00,2025-10-12 10:00:00
PRJ-004450,2025,1245370.8,1311400.61,True,,2025-08-25 09:00:00,2025-10-12 09:00:00
PRJ-004451,2025,72776324.12,72776324.12,True,,2025-08-03 10:00:00,
PRJ-004452,2025,15999999.6,15999999.6,True,,2025-08-08 10:00:00,
PRJ-004453,2025,,,,,,
PRJ-004454,2025,,,,,,
PRJ-004455,2025,,,,,,
PRJ-004456,2025,3168840.0,2952813.7,True,,2025-07-29 12:00:00,2025-10-09 12:00:00
PRJ-004457,2025,9616839.6,8470476.96,True,,2025-08-03 15:30:00,2025-10-09 15:30:00
PRJ-004458,2025,,,,,,
PRJ-004459,2025,293322113.46,293322113.46,True,,2025-07-30 08:30:00,
PRJ-004460,2025,15139800.0,15139800.0,True,,2025-08-19 09:30:00,
PRJ-004461,2025,549921275.71,549921275.71,True,,2025-07-21 08:00:00,
PRJ-004462,2025,1500000.0,1500000.0,True,,2025-08-27 09:00:00,
PRJ-004463,2025,6916320.0,6916320.0,True,,2025-08-05 12:00:00,
PRJ-004464,2025,3999999.6,3999999.6,True,,2025-08-26 11:00:00,
PRJ-004465,2025,6609212.0,6609212.0,True,,2025-08-15 08:00:00,
PRJ-004466,2025,4106281.67,4106281.67,True,,2025-08-26 08:00:00,
PRJ-004467,2025,8499650.4,8499650.4,True,,2025-08-17 11:00:00,
PRJ-004468,2025,2499192.0,2499192.0,True,,2025-09-01 14:00:00,
PRJ-004469,2025,9928800.0,9928800.0,True,,2025-08-29 11:30:00,
PRJ-004470,2025,,,,,,
PRJ-004471,2025,562456572.5,562456572.5,True,,2025-08-22 08:00:00,
PRJ-004472,2025,100684800.0,100684800.0,True,,2025-07-27 09:00:00,
PRJ-004473,2025,7943467.2,7943467.2,True,,2025-08-02 00:00:00,
PRJ-004474,2025,15300000.0,17104586.58,True,,2025-07-20 09:00:00,2025-10-06 09:00:00
PRJ-004475,2025,387224.4,341245.26,True,,2025-07-20 09:00:00,2025-09-15 09:00:00
PRJ-004476,2025,62730.0,62730.0,True,,2025-08-01 09:00:00,
PRJ-004477,2025,84583.2,84583.2,True,,2025-07-22 09:00:00,
