kodi_projekti,referenca_kerkeses_obp,real_ref_no,chain_status,numri_angazhimit,numri_kontrates,real_winner_nipt,real_contract_value,numri_fatures,fature_statusi,numri_urdherit_shpenzimit,contract_link_is_real_match
PRJ-002892,REQ-002893,REF-85449-05-13-2026,procured_and_contracted,ANG-0001244,,L73622401A,97583.0,FAT-0002480,pranuar,URDH-0002262,False
PRJ-002893,REQ-002894,REF-85310-05-12-2026,procured_and_contracted,ANG-0001250,KontratëNr-0001251,K11324003F,349000.0,FAT-0002490,pranuar,URDH-0002270,False
PRJ-002893,REQ-002894,REF-85310-05-12-2026,procured_and_contracted,ANG-0001250,KontratëNr-0001251,K11324003F,349000.0,FAT-0002491,refuzuar,,False
PRJ-002893,REQ-002894,REF-85310-05-12-2026,procured_and_contracted,ANG-0001250,KontratëNr-0001251,K11324003F,349000.0,FAT-0002492,pranuar,URDH-0002271,False
PRJ-002894,REQ-002895,REF-85525-05-13-2026,procured_and_contracted,ANG-0001249,KontratëNr-0001250,J97201201R,99900.0,FAT-0002488,pranuar,URDH-0002268,False
PRJ-002894,REQ-002895,REF-85525-05-13-2026,procured_and_contracted,ANG-0001249,KontratëNr-0001250,J97201201R,99900.0,FAT-0002489,pranuar,URDH-0002269,False
PRJ-002895,REQ-002896,REF-85528-05-13-2026,procured_and_contracted,ANG-0001245,KontratëNr-0001246,K62320012O,14000.0,FAT-0002481,pranuar,URDH-0002263,False
PRJ-002896,REQ-002897,REF-85466-05-13-2026,procured_and_contracted,ANG-0001252,KontratëNr-0001253,K66801001T,404700.0,FAT-0002495,refuzuar,,False
PRJ-002897,REQ-002898,REF-85359-05-13-2026,procured_and_contracted,ANG-0001253,KontratëNr-0001254,K31528061N,494000.0,FAT-0002496,pranuar,URDH-0002274,False
PRJ-002898,REQ-002899,REF-85450-05-13-2026,procured_and_contracted,ANG-0001254,KontratëNr-0001255,K62320012O,41000.0,FAT-0002497,pranuar,URDH-0002275,False
PRJ-002898,REQ-002899,REF-85450-05-13-2026,procured_and_contracted,ANG-0001254,KontratëNr-0001255,K62320012O,41000.0,FAT-0002498,pranuar,URDH-0002276,False
PRJ-002898,REQ-002899,REF-85450-05-13-2026,procured_and_contracted,ANG-0001254,KontratëNr-0001255,K62320012O,41000.0,FAT-0002499,refuzuar,,False
PRJ-002899,REQ-002900,REF-85532-05-13-2026,procured_and_contracted,ANG-0001246,KontratëNr-0001247,M48110601O,99000.0,FAT-0002482,refuzuar,,False
PRJ-002899,REQ-002900,REF-85532-05-13-2026,procured_and_contracted,ANG-0001246,KontratëNr-0001247,M48110601O,99000.0,FAT-0002483,pranuar,URDH-0002264,False
PRJ-002900,REQ-002901,REF-85534-05-13-2026,procured_and_contracted,ANG-0001247,KontratëNr-0001248,K36306934K,23333.0,FAT-0002484,refuzuar,,False
PRJ-002901,REQ-002902,REF-85530-05-13-2026,procured_and_contracted,ANG-0001248,KontratëNr-0001249,K47103804L,6348434.19,FAT-0002485,pranuar,URDH-0002265,False
PRJ-002901,REQ-002902,REF-85530-05-13-2026,procured_and_contracted,ANG-0001248,KontratëNr-0001249,K47103804L,6348434.19,FAT-0002486,pranuar,URDH-0002266,False
PRJ-002901,REQ-002902,REF-85530-05-13-2026,procured_and_contracted,ANG-0001248,KontratëNr-0001249,K47103804L,6348434.19,FAT-0002487,pranuar,URDH-0002267,False
PRJ-002902,,,never_procured,,,,,,,,
PRJ-002903,,,never_procured,,,,,,,,
PRJ-002904,,,never_procured,,,,,,,,
PRJ-002905,,,never_procured,,,,,,,,
PRJ-002906,,,never_procured,,,,,,,,
PRJ-002907,,,never_procured,,,,,,,,
PRJ-002908,REQ-002909,REF-85031-05-11-2026,procured_and_contracted,ANG-0001237,KontratëNr-0001238,K32203002I,420650.0,FAT-0002463,pranuar,URDH-0002246,False
PRJ-002908,REQ-002909,REF-85031-05-11-2026,procured_and_contracted,ANG-0001237,KontratëNr-0001238,K32203002I,420650.0,FAT-0002464,pranuar,URDH-0002247,False
PRJ-002909,REQ-002910,REF-85337-05-12-2026,procured_and_contracted,ANG-0001240,KontratëNr-0001241,L71325019D,236402.0,FAT-0002471,pranuar,URDH-0002253,False
PRJ-002909,REQ-002910,REF-85337-05-12-2026,procured_and_contracted,ANG-0001240,KontratëNr-0001241,L71325019D,236402.0,FAT-0002472,pranuar,URDH-0002254,False
PRJ-002910,REQ-002911,REF-85309-05-12-2026,procured_and_contracted,ANG-0001233,KontratëNr-0001234,,0.0,FAT-0002456,pranuar,URDH-0002239,False
PRJ-002910,REQ-002911,REF-85309-05-12-2026,procured_and_contracted,ANG-0001233,KontratëNr-0001234,,0.0,FAT-0002457,pranuar,URDH-0002240,False
PRJ-002911,REQ-002912,REF-85349-05-12-2026,procured_and_contracted,ANG-0001234,KontratëNr-0001235,L96611004A,66666.0,FAT-0002458,pranuar,URDH-0002241,False
PRJ-002912,REQ-002913,REF-85221-05-12-2026,procured_and_contracted,ANG-0001241,,K67917806I,309500.0,FAT-0002473,pranuar,URDH-0002255,False
PRJ-002912,REQ-002913,REF-85221-05-12-2026,procured_and_contracted,ANG-0001241,,K67917806I,309500.0,FAT-0002474,pranuar,URDH-0002256,False
PRJ-002913,REQ-002914,REF-85197-05-12-2026,procured_and_contracted,ANG-0001235,KontratëNr-0001236,L64214802E,175000.0,FAT-0002459,pranuar,URDH-0002242,False
PRJ-002914,REQ-002915,REF-85261-05-12-2026,procured_and_contracted,ANG-0001238,KontratëNr-0001239,J61814009W,323600.0,FAT-0002465,pranuar,URDH-0002248,False
PRJ-002914,REQ-002915,REF-85261-05-12-2026,procured_and_contracted,ANG-0001238,KontratëNr-0001239,J61814009W,323600.0,FAT-0002466,pranuar,URDH-0002249,False
PRJ-002914,REQ-002915,REF-85261-05-12-2026,procured_and_contracted,ANG-0001238,KontratëNr-0001239,J61814009W,323600.0,FAT-0002467,pranuar,URDH-0002250,False
PRJ-002915,REQ-002916,REF-85243-05-12-2026,procured_and_contracted,ANG-0001236,KontratëNr-0001237,J63423463I,30410242.0,FAT-0002460,pranuar,URDH-0002243,False
PRJ-002915,REQ-002916,REF-85243-05-12-2026,procured_and_contracted,ANG-0001236,KontratëNr-0001237,J63423463I,30410242.0,FAT-0002461,pranuar,URDH-0002244,False
PRJ-002915,REQ-002916,REF-85243-05-12-2026,procured_and_contracted,ANG-0001236,KontratëNr-0001237,J63423463I,30410242.0,FAT-0002462,pranuar,URDH-0002245,False
PRJ-002916,REQ-002917,REF-85330-05-12-2026,procured_and_contracted,ANG-0001239,,K16604717F,305000.0,FAT-0002468,refuzuar,,False
PRJ-002916,REQ-002917,REF-85330-05-12-2026,procured_and_contracted,ANG-0001239,,K16604717F,305000.0,FAT-0002469,pranuar,URDH-0002251,False
PRJ-002916,REQ-002917,REF-85330-05-12-2026,procured_and_contracted,ANG-0001239,,K16604717F,305000.0,FAT-0002470,pranuar,URDH-0002252,False
PRJ-002917,,,never_procured,,,,,,,,
PRJ-002918,,,never_procured,,,,,,,,
PRJ-002919,,,never_procured,,,,,,,,
PRJ-002920,,,never_procured,,,,,,,,
PRJ-002921,,,never_procured,,,,,,,,
PRJ-002922,,,never_procured,,,,,,,,
PRJ-002923,,,never_procured,,,,,,,,
PRJ-002924,,,never_procured,,,,,,,,
PRJ-002925,REQ-002926,REF-85123-05-11-2026,procured_and_contracted,ANG-0001226,KontratëNr-0001227,M21611022E,36500.0,FAT-0002441,pranuar,URDH-0002225,False
PRJ-002925,REQ-002926,REF-85123-05-11-2026,procured_and_contracted,ANG-0001226,KontratëNr-0001227,M21611022E,36500.0,FAT-0002442,pranuar,URDH-0002226,False
PRJ-002925,REQ-002926,REF-85123-05-11-2026,procured_and_contracted,ANG-0001226,KontratëNr-0001227,M21611022E,36500.0,FAT-0002443,pranuar,URDH-0002227,False
PRJ-002926,,,never_procured,,,,,,,,
PRJ-002927,,,never_procured,,,,,,,,
PRJ-002928,REQ-002929,REF-85155-05-11-2026,procured_and_contracted,ANG-0001227,KontratëNr-0001228,M41707006H,559000.0,FAT-0002444,pranuar,URDH-0002228,False
PRJ-002928,REQ-002929,REF-85155-05-11-2026,procured_and_contracted,ANG-0001227,KontratëNr-0001228,M41707006H,559000.0,FAT-0002445,pranuar,URDH-0002229,False
PRJ-002928,REQ-002929,REF-85155-05-11-2026,procured_and_contracted,ANG-0001227,KontratëNr-0001228,M41707006H,559000.0,FAT-0002446,pranuar,URDH-0002230,False
PRJ-002929,,,never_procured,,,,,,,,
PRJ-002930,,,never_procured,,,,,,,,
PRJ-002931,,,never_procured,,,,,,,,
PRJ-002932,,,never_procured,,,,,,,,
PRJ-002933,,,never_procured,,,,,,,,
PRJ-002934,,,never_procured,,,,,,,,
PRJ-002935,,,never_procured,,,,,,,,
PRJ-002936,,,never_procured,,,,,,,,
PRJ-002937,,,never_procured,,,,,,,,
PRJ-002938,,,never_procured,,,,,,,,
PRJ-002939,,,never_procured,,,,,,,,
PRJ-002940,,,never_procured,,,,,,,,
PRJ-002941,REQ-002942,REF-85107-05-11-2026,procured_and_contracted,ANG-0001228,KontratëNr-0001229,M04619001D,66432.04,FAT-0002447,pranuar,URDH-0002231,False
PRJ-002941,REQ-002942,REF-85107-05-11-2026,procured_and_contracted,ANG-0001228,KontratëNr-0001229,M04619001D,66432.04,FAT-0002448,pranuar,URDH-0002232,False
PRJ-002942,REQ-002943,REF-85091-05-11-2026,procured_and_contracted,ANG-0001229,KontratëNr-0001230,L51622005C,104167.0,FAT-0002449,refuzuar,,False
PRJ-002943,REQ-002944,REF-85064-05-11-2026,procured_and_contracted,ANG-0001230,KontratëNr-0001231,K82231003A,150000.0,FAT-0002450,pranuar,URDH-0002233,False
PRJ-002944,REQ-002945,REF-84963-05-11-2026,procured_and_contracted,ANG-0001231,,K91628009V,5950.0,FAT-0002451,pranuar,URDH-0002234,False
PRJ-002944,REQ-002945,REF-84963-05-11-2026,procured_and_contracted,ANG-0001231,,K91628009V,5950.0,FAT-0002452,pranuar,URDH-0002235,False
PRJ-002944,REQ-002945,REF-84963-05-11-2026,procured_and_contracted,ANG-0001231,,K91628009V,5950.0,FAT-0002453,pranuar,URDH-0002236,False
PRJ-002945,REQ-002946,REF-83800-04-29-2026,procured_and_contracted,ANG-0001222,KontratëNr-0001223,M52610204S,99900.0,FAT-0002432,pranuar,URDH-0002216,False
PRJ-002945,REQ-002946,REF-83800-04-29-2026,procured_and_contracted,ANG-0001222,KontratëNr-0001223,M52610204S,99900.0,FAT-0002433,pranuar,URDH-0002217,False
PRJ-002946,REQ-002947,REF-85169-05-11-2026,procured_and_contracted,ANG-0001232,KontratëNr-0001233,K41420001V,14418.0,FAT-0002454,pranuar,URDH-0002237,False
PRJ-002946,REQ-002947,REF-85169-05-11-2026,procured_and_contracted,ANG-0001232,KontratëNr-0001233,K41420001V,14418.0,FAT-0002455,pranuar,URDH-0002238,False
PRJ-002947,REQ-002948,REF-85174-05-11-2026,procured_and_contracted,ANG-0001223,KontratëNr-0001224,K61920009K,83333.0,FAT-0002434,pranuar,URDH-0002218,False
PRJ-002947,REQ-002948,REF-85174-05-11-2026,procured_and_contracted,ANG-0001223,KontratëNr-0001224,K61920009K,83333.0,FAT-0002435,pranuar,URDH-0002219,False
PRJ-002947,REQ-002948,REF-85174-05-11-2026,procured_and_contracted,ANG-0001223,KontratëNr-0001224,K61920009K,83333.0,FAT-0002436,pranuar,URDH-0002220,False
PRJ-002948,REQ-002949,REF-85172-05-11-2026,procured_and_contracted,ANG-0001224,KontratëNr-0001225,M52402068L,500000.0,FAT-0002437,pranuar,URDH-0002221,False
PRJ-002948,REQ-002949,REF-85172-05-11-2026,procured_and_contracted,ANG-0001224,KontratëNr-0001225,M52402068L,500000.0,FAT-0002438,pranuar,URDH-0002222,False
PRJ-002949,REQ-002950,REF-85170-05-11-2026,procured_and_contracted,ANG-0001225,KontratëNr-0001226,L47401203N,499987.0,FAT-0002439,pranuar,URDH-0002223,False
PRJ-002949,REQ-002950,REF-85170-05-11-2026,procured_and_contracted,ANG-0001225,KontratëNr-0001226,L47401203N,499987.0,FAT-0002440,pranuar,URDH-0002224,False
PRJ-002950,,,never_procured,,,,,,,,
PRJ-002951,,,never_procured,,,,,,,,
PRJ-002952,REQ-002953,REF-84923-05-08-2026,procured_and_contracted,ANG-0001217,KontratëNr-0001218,L21305035S,73357.92,FAT-0002423,pranuar,URDH-0002208,False
PRJ-002952,REQ-002953,REF-84923-05-08-2026,procured_and_contracted,ANG-0001217,KontratëNr-0001218,L21305035S,73357.92,FAT-0002424,pranuar,URDH-0002209,False
PRJ-002953,,,never_procured,,,,,,,,
PRJ-002954,REQ-002955,REF-84837-05-08-2026,procured_and_contracted,ANG-0001218,KontratëNr-0001219,M61402506F,119000.0,FAT-0002425,pranuar,URDH-0002210,False
PRJ-002954,REQ-002955,REF-84837-05-08-2026,procured_and_contracted,ANG-0001218,KontratëNr-0001219,M61402506F,119000.0,FAT-0002426,pranuar,URDH-0002211,False
PRJ-002954,REQ-002955,REF-84837-05-08-2026,procured_and_contracted,ANG-0001218,KontratëNr-0001219,M61402506F,119000.0,FAT-0002427,pranuar,URDH-0002212,False
PRJ-002955,REQ-002956,REF-84835-05-08-2026,procured_and_contracted,ANG-0001221,KontratëNr-0001222,K81503063B,20204.0,FAT-0002431,pranuar,URDH-0002215,False
PRJ-002956,REQ-002957,REF-84912-05-08-2026,procured_and_contracted,ANG-0001220,KontratëNr-0001221,J61901194M,100000.0,FAT-0002429,refuzuar,,False
PRJ-002956,REQ-002957,REF-84912-05-08-2026,procured_and_contracted,ANG-0001220,KontratëNr-0001221,J61901194M,100000.0,FAT-0002430,pranuar,URDH-0002214,False
PRJ-002957,REQ-002958,REF-84839-05-08-2026,procured_and_contracted,ANG-0001219,KontratëNr-0001220,J64103475Q,7175675.0,FAT-0002428,pranuar,URDH-0002213,False
PRJ-002958,,,never_procured,,,,,,,,
PRJ-002959,,,never_procured,,,,,,,,
PRJ-002960,,,never_procured,,,,,,,,
PRJ-002961,REQ-002962,REF-84717-05-07-2026,procured_and_contracted,ANG-0001211,KontratëNr-0001212,K41425042N,110000.0,FAT-0002412,pranuar,URDH-0002200,False
PRJ-002961,REQ-002962,REF-84717-05-07-2026,procured_and_contracted,ANG-0001211,KontratëNr-0001212,K41425042N,110000.0,FAT-0002413,refuzuar,,False
PRJ-002962,REQ-002963,REF-84765-05-07-2026,procured_and_contracted,ANG-0001216,KontratëNr-0001217,L13329801V,3053501.0,FAT-0002422,pranuar,URDH-0002207,False
PRJ-002963,REQ-002964,REF-84666-05-07-2026,procured_and_contracted,ANG-0001197,,K11807008V,585044.0,FAT-0002385,pranuar,URDH-0002175,False
PRJ-002964,REQ-002965,REF-84679-05-07-2026,procured_and_contracted,ANG-0001212,KontratëNr-0001213,K32725211G,175200.0,FAT-0002414,pranuar,URDH-0002201,False
PRJ-002964,REQ-002965,REF-84679-05-07-2026,procured_and_contracted,ANG-0001212,KontratëNr-0001213,K32725211G,175200.0,FAT-0002415,pranuar,URDH-0002202,False
PRJ-002965,REQ-002966,REF-84642-05-07-2026,procured_and_contracted,ANG-0001215,KontratëNr-0001216,L57213019T,69864.0,FAT-0002420,pranuar,URDH-0002205,False
PRJ-002965,REQ-002966,REF-84642-05-07-2026,procured_and_contracted,ANG-0001215,KontratëNr-0001216,L57213019T,69864.0,FAT-0002421,pranuar,URDH-0002206,False
PRJ-002966,REQ-002967,REF-84788-05-07-2026,procured_and_contracted,ANG-0001213,KontratëNr-0001214,M52223043K,785000.0,FAT-0002416,refuzuar,,False
PRJ-002966,REQ-002967,REF-84788-05-07-2026,procured_and_contracted,ANG-0001213,KontratëNr-0001214,M52223043K,785000.0,FAT-0002417,refuzuar,,False
PRJ-002967,REQ-002968,REF-84704-05-07-2026,procured_and_contracted,ANG-0001198,KontratëNr-0001199,L97818502K,100000.0,FAT-0002386,pranuar,URDH-0002176,False
PRJ-002967,REQ-002968,REF-84704-05-07-2026,procured_and_contracted,ANG-0001198,KontratëNr-0001199,L97818502K,100000.0,FAT-0002387,pranuar,URDH-0002177,False
PRJ-002968,REQ-002969,REF-84701-05-07-2026,procured_and_contracted,ANG-0001199,KontratëNr-0001200,K32621406F,168990.0,FAT-0002388,pranuar,URDH-0002178,False
PRJ-002969,REQ-002970,REF-84697-05-07-2026,procured_and_contracted,ANG-0001200,KontratëNr-0001201,J91524502R,166781000.0,FAT-0002389,pranuar,URDH-0002179,False
PRJ-002969,REQ-002970,REF-84697-05-07-2026,procured_and_contracted,ANG-0001200,KontratëNr-0001201,J91524502R,166781000.0,FAT-0002390,pranuar,URDH-0002180,False
PRJ-002970,REQ-002971,REF-84694-05-07-2026,procured_and_contracted,ANG-0001201,,M31625003A,362000.0,FAT-0002391,pranuar,URDH-0002181,False
PRJ-002970,REQ-002971,REF-84694-05-07-2026,procured_and_contracted,ANG-0001201,,M31625003A,362000.0,FAT-0002392,pranuar,URDH-0002182,False
PRJ-002971,REQ-002972,REF-84688-05-07-2026,procured_and_contracted,ANG-0001202,,L91418502J,187500.01,FAT-0002393,refuzuar,,False
PRJ-002971,REQ-002972,REF-84688-05-07-2026,procured_and_contracted,ANG-0001202,,L91418502J,187500.01,FAT-0002394,pranuar,URDH-0002183,False
PRJ-002971,REQ-002972,REF-84688-05-07-2026,procured_and_contracted,ANG-0001202,,L91418502J,187500.01,FAT-0002395,pranuar,URDH-0002184,False
PRJ-002972,REQ-002973,REF-84755-05-07-2026,procured_and_contracted,ANG-0001214,KontratëNr-0001215,M52116034T,290000.0,FAT-0002418,pranuar,URDH-0002203,False
PRJ-002972,REQ-002973,REF-84755-05-07-2026,procured_and_contracted,ANG-0001214,KontratëNr-0001215,M52116034T,290000.0,FAT-0002419,pranuar,URDH-0002204,False
PRJ-002973,REQ-002974,REF-84753-05-07-2026,procured_and_contracted,ANG-0001210,KontratëNr-0001211,J62426002Q,83000.0,FAT-0002409,pranuar,URDH-0002198,False
PRJ-002973,REQ-002974,REF-84753-05-07-2026,procured_and_contracted,ANG-0001210,KontratëNr-0001211,J62426002Q,83000.0,FAT-0002410,refuzuar,,False
PRJ-002973,REQ-002974,REF-84753-05-07-2026,procured_and_contracted,ANG-0001210,KontratëNr-0001211,J62426002Q,83000.0,FAT-0002411,pranuar,URDH-0002199,False
PRJ-002974,,,never_procured,,,,,,,,
PRJ-002975,REQ-002976,REF-84750-05-07-2026,procured_and_contracted,ANG-0001203,KontratëNr-0001204,J72603129H,980000.0,FAT-0002396,pranuar,URDH-0002185,False
PRJ-002975,REQ-002976,REF-84750-05-07-2026,procured_and_contracted,ANG-0001203,KontratëNr-0001204,J72603129H,980000.0,FAT-0002397,pranuar,URDH-0002186,False
PRJ-002976,REQ-002977,REF-84798-05-07-2026,procured_and_contracted,ANG-0001204,KontratëNr-0001205,K16604717F,221900.0,FAT-0002398,pranuar,URDH-0002187,False
PRJ-002976,REQ-002977,REF-84798-05-07-2026,procured_and_contracted,ANG-0001204,KontratëNr-0001205,K16604717F,221900.0,FAT-0002399,pranuar,URDH-0002188,False
PRJ-002976,REQ-002977,REF-84798-05-07-2026,procured_and_contracted,ANG-0001204,KontratëNr-0001205,K16604717F,221900.0,FAT-0002400,pranuar,URDH-0002189,False
PRJ-002977,REQ-002978,REF-84796-05-07-2026,procured_and_contracted,ANG-0001205,KontratëNr-0001206,M02415002E,708600.0,FAT-0002401,pranuar,URDH-0002190,False
PRJ-002978,REQ-002979,REF-84794-05-07-2026,procured_and_contracted,ANG-0001206,,K66801001T,990000.0,FAT-0002402,pranuar,URDH-0002191,False
PRJ-002979,REQ-002980,REF-84792-05-07-2026,procured_and_contracted,ANG-0001207,KontratëNr-0001208,K41926801W,980000.0,FAT-0002403,pranuar,URDH-0002192,False
PRJ-002980,REQ-002981,REF-84790-05-07-2026,procured_and_contracted,ANG-0001208,KontratëNr-0001209,K31329048I,1645300.0,FAT-0002404,pranuar,URDH-0002193,False
PRJ-002980,REQ-002981,REF-84790-05-07-2026,procured_and_contracted,ANG-0001208,KontratëNr-0001209,K31329048I,1645300.0,FAT-0002405,pranuar,URDH-0002194,False
PRJ-002981,REQ-002982,REF-84722-05-07-2026,procured_and_contracted,ANG-0001209,KontratëNr-0001210,M53319201J,615450.0,FAT-0002406,pranuar,URDH-0002195,False
PRJ-002981,REQ-002982,REF-84722-05-07-2026,procured_and_contracted,ANG-0001209,KontratëNr-0001210,M53319201J,615450.0,FAT-0002407,pranuar,URDH-0002196,False
PRJ-002981,REQ-002982,REF-84722-05-07-2026,procured_and_contracted,ANG-0001209,KontratëNr-0001210,M53319201J,615450.0,FAT-0002408,pranuar,URDH-0002197,False
PRJ-002982,,,never_procured,,,,,,,,
PRJ-002983,,,never_procured,,,,,,,,
PRJ-002984,,,never_procured,,,,,,,,
PRJ-002985,,,never_procured,,,,,,,,
PRJ-002986,REQ-002987,REF-84568-05-06-2026,procured_and_contracted,ANG-0001193,KontratëNr-0001194,L71715003C,295500.0,FAT-0002377,pranuar,URDH-0002168,False
PRJ-002986,REQ-002987,REF-84568-05-06-2026,procured_and_contracted,ANG-0001193,KontratëNr-0001194,L71715003C,295500.0,FAT-0002378,pranuar,URDH-0002169,False
PRJ-002987,REQ-002988,REF-84431-05-06-2026,procured_and_contracted,ANG-0001184,KontratëNr-0001185,,0.0,FAT-0002356,pranuar,URDH-0002148,False
PRJ-002987,REQ-002988,REF-84431-05-06-2026,procured_and_contracted,ANG-0001184,KontratëNr-0001185,,0.0,FAT-0002357,pranuar,URDH-0002149,False
PRJ-002987,REQ-002988,REF-84431-05-06-2026,procured_and_contracted,ANG-0001184,KontratëNr-0001185,,0.0,FAT-0002358,pranuar,URDH-0002150,False
PRJ-002988,REQ-002989,REF-84583-05-06-2026,procured_and_contracted,ANG-0001181,KontratëNr-0001182,K31528061N,92640.0,FAT-0002350,pranuar,URDH-0002142,False
PRJ-002988,REQ-002989,REF-84583-05-06-2026,procured_and_contracted,ANG-0001181,KontratëNr-0001182,K31528061N,92640.0,FAT-0002351,pranuar,URDH-0002143,False
PRJ-002989,,,never_procured,,,,,,,,
PRJ-002990,REQ-002991,REF-84567-05-06-2026,procured_and_contracted,ANG-0001185,KontratëNr-0001186,L82008020I,650000.0,FAT-0002359,pranuar,URDH-0002151,False
PRJ-002991,REQ-002992,REF-84320-05-05-2026,procured_and_contracted,ANG-0001196,KontratëNr-0001197,L64704601S,146900.0,FAT-0002383,pranuar,URDH-0002174,False
PRJ-002991,REQ-002992,REF-84320-05-05-2026,procured_and_contracted,ANG-0001196,KontratëNr-0001197,L64704601S,146900.0,FAT-0002384,refuzuar,,False
PRJ-002992,REQ-002993,REF-84572-05-06-2026,procured_and_contracted,ANG-0001186,KontratëNr-0001187,L93303210A,120000.0,FAT-0002360,pranuar,URDH-0002152,False
PRJ-002992,REQ-002993,REF-84572-05-06-2026,procured_and_contracted,ANG-0001186,KontratëNr-0001187,L93303210A,120000.0,FAT-0002361,pranuar,URDH-0002153,False
PRJ-002992,REQ-002993,REF-84572-05-06-2026,procured_and_contracted,ANG-0001186,KontratëNr-0001187,L93303210A,120000.0,FAT-0002362,pranuar,URDH-0002154,False
PRJ-002993,REQ-002994,REF-84574-05-06-2026,procured_and_contracted,ANG-0001187,KontratëNr-0001188,L01606034A,98000.0,FAT-0002363,pranuar,URDH-0002155,False
PRJ-002993,REQ-002994,REF-84574-05-06-2026,procured_and_contracted,ANG-0001187,KontratëNr-0001188,L01606034A,98000.0,FAT-0002364,pranuar,URDH-0002156,False
PRJ-002993,REQ-002994,REF-84574-05-06-2026,procured_and_contracted,ANG-0001187,KontratëNr-0001188,L01606034A,98000.0,FAT-0002365,pranuar,URDH-0002157,False
PRJ-002994,REQ-002995,REF-84570-05-06-2026,procured_and_contracted,ANG-0001188,KontratëNr-0001189,M11721013L,5792.57,FAT-0002366,refuzuar,,False
PRJ-002994,REQ-002995,REF-84570-05-06-2026,procured_and_contracted,ANG-0001188,KontratëNr-0001189,M11721013L,5792.57,FAT-0002367,pranuar,URDH-0002158,False
PRJ-002995,REQ-002996,REF-84453-05-06-2026,procured_and_contracted,ANG-0001190,KontratëNr-0001191,K61516506H,373566.0,FAT-0002370,pranuar,URDH-0002161,False
PRJ-002995,REQ-002996,REF-84453-05-06-2026,procured_and_contracted,ANG-0001190,KontratëNr-0001191,K61516506H,373566.0,FAT-0002371,pranuar,URDH-0002162,False
PRJ-002996,REQ-002997,REF-84440-05-06-2026,procured_and_contracted,ANG-0001194,KontratëNr-0001195,L51518015J,99636.0,FAT-0002379,pranuar,URDH-0002170,False
PRJ-002997,REQ-002998,REF-84447-05-06-2026,procured_and_contracted,ANG-0001191,KontratëNr-0001192,L41628006Q,84980.0,FAT-0002372,pranuar,URDH-0002163,False
PRJ-002997,REQ-002998,REF-84447-05-06-2026,procured_and_contracted,ANG-0001191,KontratëNr-0001192,L41628006Q,84980.0,FAT-0002373,pranuar,URDH-0002164,False
PRJ-002997,REQ-002998,REF-84447-05-06-2026,procured_and_contracted,ANG-0001191,KontratëNr-0001192,L41628006Q,84980.0,FAT-0002374,pranuar,URDH-0002165,False
PRJ-002998,REQ-002999,REF-84426-05-06-2026,procured_and_contracted,ANG-0001182,KontratëNr-0001183,K31521059M,595000.0,FAT-0002352,pranuar,URDH-0002144,False
PRJ-002999,REQ-003000,REF-84442-05-06-2026,procured_and_contracted,ANG-0001180,KontratëNr-0001181,L71421032N,223700.0,FAT-0002348,pranuar,URDH-0002140,False
PRJ-002999,REQ-003000,REF-84442-05-06-2026,procured_and_contracted,ANG-0001180,KontratëNr-0001181,L71421032N,223700.0,FAT-0002349,pranuar,URDH-0002141,False
PRJ-003000,REQ-003001,REF-84425-05-06-2026,procured_and_contracted,ANG-0001183,KontratëNr-0001184,J71907014E,248692.59,FAT-0002353,pranuar,URDH-0002145,False
PRJ-003000,REQ-003001,REF-84425-05-06-2026,procured_and_contracted,ANG-0001183,KontratëNr-0001184,J71907014E,248692.59,FAT-0002354,pranuar,URDH-0002146,False
PRJ-003000,REQ-003001,REF-84425-05-06-2026,procured_and_contracted,ANG-0001183,KontratëNr-0001184,J71907014E,248692.59,FAT-0002355,pranuar,URDH-0002147,False
PRJ-003001,REQ-003002,REF-84434-05-06-2026,procured_and_contracted,ANG-0001189,KontratëNr-0001190,,0.0,FAT-0002368,pranuar,URDH-0002159,False
PRJ-003001,REQ-003002,REF-84434-05-06-2026,procured_and_contracted,ANG-0001189,KontratëNr-0001190,,0.0,FAT-0002369,pranuar,URDH-0002160,False
PRJ-003002,,,never_procured,,,,,,,,
PRJ-003003,,,never_procured,,,,,,,,
PRJ-003004,,,never_procured,,,,,,,,
PRJ-003005,,,never_procured,,,,,,,,
PRJ-003006,,,never_procured,,,,,,,,
PRJ-003007,REQ-003008,REF-84360-05-05-2026,procured_and_contracted,ANG-0001177,KontratëNr-0001178,K42108801C,18898.0,FAT-0002343,pranuar,URDH-0002135,False
PRJ-003007,REQ-003008,REF-84360-05-05-2026,procured_and_contracted,ANG-0001177,KontratëNr-0001178,K42108801C,18898.0,FAT-0002344,pranuar,URDH-0002136,False
PRJ-003007,REQ-003008,REF-84360-05-05-2026,procured_and_contracted,ANG-0001177,KontratëNr-0001178,K42108801C,18898.0,FAT-0002345,pranuar,URDH-0002137,False
PRJ-003008,REQ-003009,REF-84351-05-05-2026,procured_and_contracted,ANG-0001164,KontratëNr-0001165,L82203011N,99166.0,FAT-0002320,pranuar,URDH-0002115,False
PRJ-003009,REQ-003010,REF-84249-05-05-2026,procured_and_contracted,ANG-0001172,KontratëNr-0001173,L32622601G,665200.0,FAT-0002335,refuzuar,,False
PRJ-003010,REQ-003011,REF-84362-05-05-2026,procured_and_contracted,ANG-0001173,KontratëNr-0001174,M12519002F,24750.0,FAT-0002336,refuzuar,,False
