numri_angazhimit,numri_kerkeses_blerje,numri_kontrates,lloji_ub,blerësi,data_krijimit,statusi,kodi_projekti,kodi_llogarie_ekonomike,kodi_institucioni,nipt_perfituesit,vlera_angazhuar,statusi_aprovuar,periudha_muaji,periudha_viti,kodi_ministrie_linje,kodi_kapitulli,kodi_programi,kodi_entitet_qeverises,kodi_thesar_dege,kodi_tip_buxheti
ANG-0001561,INST-0621-2026-001561,KontratëNr-0001562,e_Planifikuar,Blerës 81,2026-06-17,Aprovuar,PRJ-002597,231,INST-0621,L97006001D,148600.0,Po,6,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 3,,SHA,Shkodër,Buxheti i Shtetit
ANG-0001562,INST-0621-2026-001562,KontratëNr-0001563,e_Planifikuar,Blerës 164,2026-06-17,Aprovuar,PRJ-002598,230,INST-0621,M58408601O,245000.0,Po,6,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 6,,Vendore,Shkodër,Buxheti i Shtetit
ANG-0001563,INST-0621-2026-001563,KontratëNr-0001564,Standarte,Blerës 146,2026-06-17,Aprovuar,PRJ-002599,230,INST-0621,J61806015D,72800.0,Po,6,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 3,,Vendore,Durrës,Financim i huaj
ANG-0001564,INST-0621-2026-001564,KontratëNr-0001565,Standarte,Blerës 21,2026-06-17,Aprovuar,PRJ-002600,230,INST-0621,L47401203N,99987.0,Po,6,2026,Ministria e Brendshme,Kapitulli 3,,SHA,Korçë,Të ardhura të trashiguara
ANG-0001565,INST-0621-2026-001565,KontratëNr-0001566,e_Planifikuar,Blerës 144,2026-06-17,Aprovuar,PRJ-002601,230,INST-0621,L11424007S,920000.0,Po,6,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 2,,Qendrore,Durrës,Buxheti i Shtetit
ANG-0001566,INST-0621-2026-001566,KontratëNr-0001567,e_Planifikuar,Blerës 32,2026-06-17,Aprovuar,PRJ-002602,230,INST-0621,K32802228D,12000.0,Po,6,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 5,,Vendore,Fier,Financim i huaj
ANG-0001567,INST-0621-2026-001567,KontratëNr-0001568,e_Planifikuar,Blerës 138,2026-06-17,Aprovuar,PRJ-002603,231,INST-0621,K21912001R,11058.0,Po,6,2026,Ministria e Brendshme,Kapitulli 3,,Vendore,Durrës,Të ardhura të trashiguara
ANG-0001568,INST-0621-2026-001568,KontratëNr-0001569,Standarte,Blerës 108,2026-06-17,Aprovuar,PRJ-002604,230,INST-0621,K36608208V,139250.0,Po,6,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 2,,Vendore,Elbasan,Buxheti i Shtetit
ANG-0001569,INST-0621-2026-001569,KontratëNr-0001570,Standarte,Blerës 154,2026-06-17,Aprovuar,PRJ-002605,230,INST-0621,L01606034A,300600.0,Po,6,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 1,,Qendrore,Tiranë,Buxheti i Shtetit
ANG-0001570,INST-0621-2026-001570,KontratëNr-0001571,Standarte,Blerës 66,2026-06-17,Aprovuar,PRJ-002606,230,INST-0621,L81329024O,859000.0,Po,6,2026,Ministria e Brendshme,Kapitulli 3,,Qendrore,Durrës,Financim i huaj
ANG-0001571,INST-0621-2026-001571,,e_Planifikuar,Blerës 111,2026-06-17,Aprovuar,PRJ-002607,230,INST-0621,M01804013U,952000.0,Po,6,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 5,,SHA,Elbasan,Financim i huaj
ANG-0001572,INST-0621-2026-001572,KontratëNr-0001573,e_Planifikuar,Blerës 5,2026-06-17,Aprovuar,PRJ-002608,230,INST-0621,K71821009N,777000.0,Po,6,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 6,,Vendore,Durrës,Buxheti i Shtetit
ANG-0001573,INST-0621-2026-001573,KontratëNr-0001574,Standarte,Blerës 153,2026-06-17,Aprovuar,PRJ-002609,230,INST-0621,K42003004T,857380.0,Po,6,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 7,,SHA,Shkodër,Financim i huaj
ANG-0001574,INST-0621-2026-001574,KontratëNr-0001575,Standarte,Blerës 36,2026-06-17,Aprovuar,PRJ-002610,230,INST-0621,L51712008C,614593.0,Po,6,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 7,,Vendore,Durrës,Të ardhura të trashiguara
ANG-0001575,INST-0621-2026-001575,KontratëNr-0001576,Standarte,Blerës 109,2026-06-17,Aprovuar,PRJ-002611,230,INST-0621,M21403031D,95000.0,Po,6,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 4,,SHA,Korçë,Të ardhura të trashiguara
ANG-0001576,INST-0621-2026-001576,KontratëNr-0001577,e_Planifikuar,Blerës 147,2026-06-17,Aprovuar,PRJ-002612,230,INST-0621,K62320012O,33500.0,Po,6,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 3,,Qendrore,Korçë,Të ardhura të trashiguara
ANG-0001577,INST-0621-2026-001577,KontratëNr-0001578,e_Planifikuar,Blerës 135,2026-06-17,Aprovuar,PRJ-002613,230,INST-0621,K62320012O,93000.0,Po,6,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 7,,SHA,Korçë,Financim i huaj
ANG-0001578,INST-0621-2026-001578,KontratëNr-0001579,Standarte,Blerës 153,2026-06-17,Aprovuar,PRJ-002614,230,INST-0621,L92207009A,609000.0,Po,6,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 5,,SHA,Shkodër,Financim i huaj
ANG-0001579,INST-0621-2026-001579,KontratëNr-0001580,Standarte,Blerës 62,2026-06-17,Aprovuar,PRJ-002615,231,INST-0621,L96611004A,100000.0,Po,6,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 4,,Vendore,Fier,Të ardhura të trashiguara
ANG-0001580,INST-0621-2026-001580,KontratëNr-0001581,e_Planifikuar,Blerës 25,2026-06-17,Aprovuar,PRJ-002616,231,INST-0621,K31412087P,228470.0,Po,6,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 1,,Vendore,Shkodër,Të ardhura të trashiguara
ANG-0001581,INST-0621-2026-001581,KontratëNr-0001582,Standarte,Blerës 20,2026-06-17,Aprovuar,PRJ-002617,231,INST-0621,L61605043A,923552.0,Po,6,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 7,,SHA,Shkodër,Financim i huaj
ANG-0001582,INST-0621-2026-001582,KontratëNr-0001583,Standarte,Blerës 174,2026-06-17,Aprovuar,PRJ-002618,231,INST-0621,L22117021M,273360.0,Po,6,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 1,,Qendrore,Korçë,Financim i huaj
ANG-0001583,INST-0621-2026-001583,KontratëNr-0001584,e_Planifikuar,Blerës 46,2026-06-17,Aprovuar,PRJ-002619,230,INST-0621,M21422008S,99500.0,Po,6,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 7,,SHA,Korçë,Buxheti i Shtetit
ANG-0001584,INST-0621-2026-001584,KontratëNr-0001585,Standarte,Blerës 27,2026-06-17,Aprovuar,PRJ-002620,231,INST-0621,M52213505B,498798.5,Po,6,2026,Ministria e Brendshme,Kapitulli 2,,SHA,Tiranë,Të ardhura të trashiguara
ANG-0001585,INST-0621-2026-001585,KontratëNr-0001586,Standarte,Blerës 85,2026-06-17,Aprovuar,PRJ-002622,230,INST-0621,L83908002Q,149500.0,Po,6,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 5,,Vendore,Elbasan,Të ardhura të trashiguara
ANG-0001586,INST-0621-2026-001586,KontratëNr-0001587,Standarte,Blerës 46,2026-06-17,Aprovuar,PRJ-002623,231,INST-0621,M31423002A,99667.0,Po,6,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 7,,SHA,Vlorë,Buxheti i Shtetit
ANG-0001587,INST-0621-2026-001587,KontratëNr-0001588,Standarte,Blerës 167,2026-06-17,Aprovuar,PRJ-002624,231,INST-0621,L12107043O,89600.0,Po,6,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 6,,SHA,Tiranë,Buxheti i Shtetit
ANG-0001588,INST-0621-2026-001588,KontratëNr-0001589,Standarte,Blerës 151,2026-06-17,Aprovuar,PRJ-002625,230,INST-0621,J62426002Q,189700.0,Po,6,2026,Ministria e Arsimit dhe Sportit,Kapitulli 7,,Vendore,Korçë,Financim i huaj
ANG-0001589,INST-0621-2026-001589,KontratëNr-0001590,e_Planifikuar,Blerës 54,2026-06-17,Aprovuar,PRJ-002626,231,INST-0621,L91418502J,333120.0,Po,6,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 3,,SHA,Elbasan,Financim i huaj
ANG-0001590,INST-0621-2026-001590,KontratëNr-0001591,e_Planifikuar,Blerës 174,2026-06-17,Aprovuar,PRJ-002627,230,INST-0621,J91809007H,911053.0,Po,6,2026,Ministria e Arsimit dhe Sportit,Kapitulli 6,,SHA,Shkodër,Financim i huaj
ANG-0001591,INST-0621-2026-001591,KontratëNr-0001592,Standarte,Blerës 166,2026-06-17,Aprovuar,PRJ-002628,231,INST-0621,M51321047K,98700.0,Po,6,2026,Ministria e Brendshme,Kapitulli 1,,Vendore,Korçë,Financim i huaj
ANG-0001592,INST-0621-2026-001592,KontratëNr-0001593,Standarte,Blerës 46,2026-06-17,Aprovuar,PRJ-002629,230,INST-0621,K72228008B,51200.8,Po,6,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 4,,SHA,Vlorë,Financim i huaj
ANG-0001593,INST-0621-2026-001593,KontratëNr-0001594,Standarte,Blerës 145,2026-06-17,Aprovuar,PRJ-002630,230,INST-0621,L91323013Q,706250.0,Po,6,2026,Ministria e Arsimit dhe Sportit,Kapitulli 3,,Vendore,Shkodër,Buxheti i Shtetit
ANG-0001594,INST-0621-2026-001594,KontratëNr-0001595,e_Planifikuar,Blerës 96,2026-06-17,Aprovuar,PRJ-002631,231,INST-0621,J91801004M,125000.0,Po,6,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 5,,SHA,Vlorë,Financim i huaj
ANG-0001595,INST-0621-2026-001595,KontratëNr-0001596,e_Planifikuar,Blerës 156,2026-06-17,Aprovuar,PRJ-002632,230,INST-0621,M02415002E,824200.0,Po,6,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 3,,Qendrore,Elbasan,Financim i huaj
ANG-0001596,INST-0621-2026-001596,,Standarte,Blerës 107,2026-06-17,Aprovuar,PRJ-002633,231,INST-0621,K31503045V,121500.0,Po,6,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 7,,Qendrore,Tiranë,Të ardhura të trashiguara
ANG-0001597,INST-0621-2026-001597,KontratëNr-0001598,Standarte,Blerës 24,2026-06-17,Aprovuar,PRJ-002634,230,INST-0621,,0.0,Po,6,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 1,,Qendrore,Durrës,Të ardhura të trashiguara
ANG-0001598,INST-0621-2026-001598,,Standarte,Blerës 19,2026-06-17,Aprovuar,PRJ-002635,231,INST-0621,K11324003F,875000.0,Po,6,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 1,,Vendore,Shkodër,Buxheti i Shtetit
ANG-0001599,INST-0621-2026-001599,KontratëNr-0001600,Standarte,Blerës 92,2026-06-17,Aprovuar,PRJ-002636,231,INST-0621,K91530017T,457500.0,Po,6,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 7,,SHA,Tiranë,Buxheti i Shtetit
ANG-0001600,INST-0621-2026-001600,KontratëNr-0001601,Standarte,Blerës 71,2026-06-17,Aprovuar,PRJ-002637,230,INST-0621,M26620203T,289500.0,Po,6,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 5,,SHA,Elbasan,Buxheti i Shtetit
ANG-0001601,INST-0621-2026-001601,KontratëNr-0001602,Standarte,Blerës 140,2026-06-17,Aprovuar,PRJ-002638,231,INST-0621,L64425401K,172500.0,Po,6,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 1,,Vendore,Tiranë,Financim i huaj
ANG-0001602,INST-0621-2026-001602,KontratëNr-0001603,Standarte,Blerës 151,2026-06-17,Aprovuar,PRJ-002639,231,INST-0621,J62426002Q,267000.0,Po,6,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 6,,Qendrore,Fier,Buxheti i Shtetit
ANG-0001603,INST-0621-2026-001603,KontratëNr-0001604,e_Planifikuar,Blerës 108,2026-06-17,Aprovuar,PRJ-002640,231,INST-0621,L72203065K,842675.21,Po,6,2026,Ministria e Brendshme,Kapitulli 1,,Qendrore,Fier,Financim i huaj
ANG-0001604,INST-0621-2026-001604,KontratëNr-0001605,Standarte,Blerës 55,2026-06-17,Aprovuar,PRJ-002641,231,INST-0621,K31503045V,216000.0,Po,6,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 5,,SHA,Elbasan,Financim i huaj
ANG-0001605,INST-0621-2026-001605,KontratëNr-0001606,Standarte,Blerës 1,2026-06-17,Aprovuar,PRJ-002642,231,INST-0621,M12304005R,7541373.0,Po,6,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 6,,Vendore,Tiranë,Financim i huaj
ANG-0001606,INST-0621-2026-001606,KontratëNr-0001607,Standarte,Blerës 55,2026-06-17,Aprovuar,PRJ-002643,231,INST-0621,J71826005F,912920.71,Po,6,2026,Ministria e Arsimit dhe Sportit,Kapitulli 7,,Qendrore,Fier,Të ardhura të trashiguara
ANG-0001607,INST-0621-2026-001607,,e_Planifikuar,Blerës 47,2026-06-17,Aprovuar,PRJ-002644,231,INST-0621,J72124001N,62500.0,Po,6,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 5,,SHA,Durrës,Të ardhura të trashiguara
ANG-0001608,INST-0621-2026-001608,KontratëNr-0001609,Standarte,Blerës 74,2026-06-17,Aprovuar,PRJ-002645,230,INST-0621,L61901013N,98981.65,Po,6,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 3,,Qendrore,Durrës,Të ardhura të trashiguara
ANG-0001609,INST-0621-2026-001609,KontratëNr-0001610,e_Planifikuar,Blerës 77,2026-06-17,Aprovuar,PRJ-002646,230,INST-0621,L87812902D,784000.0,Po,6,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 7,,Vendore,Korçë,Buxheti i Shtetit
ANG-0001610,INST-0621-2026-001610,KontratëNr-0001611,Standarte,Blerës 22,2026-06-17,Aprovuar,PRJ-002647,231,INST-0621,L61901013N,5976.81,Po,6,2026,Ministria e Brendshme,Kapitulli 3,,Vendore,Shkodër,Buxheti i Shtetit
ANG-0001611,INST-0621-2026-001611,KontratëNr-0001612,Standarte,Blerës 104,2026-06-18,Aprovuar,PRJ-002648,230,INST-0621,L52208070A,924000.0,Po,6,2026,Ministria e Arsimit dhe Sportit,Kapitulli 6,,Vendore,Tiranë,Financim i huaj
ANG-0001612,INST-0621-2026-001612,KontratëNr-0001613,e_Planifikuar,Blerës 170,2026-06-18,Aprovuar,PRJ-002649,230,INST-0621,K21912001R,405000.0,Po,6,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 2,,Vendore,Tiranë,Buxheti i Shtetit
ANG-0001613,INST-0621-2026-001613,,Standarte,Blerës 179,2026-06-18,Aprovuar,PRJ-002650,231,INST-0621,K01515004T,989485.0,Po,6,2026,Ministria e Arsimit dhe Sportit,Kapitulli 7,,Qendrore,Fier,Buxheti i Shtetit
ANG-0001614,INST-0621-2026-001614,KontratëNr-0001615,e_Planifikuar,Blerës 195,2026-06-18,Aprovuar,PRJ-002651,231,INST-0621,K31503045V,1026920.0,Po,6,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 5,,SHA,Korçë,Të ardhura të trashiguara
ANG-0001615,INST-0621-2026-001615,KontratëNr-0001616,Standarte,Blerës 103,2026-06-18,Aprovuar,PRJ-002652,231,INST-0621,K57123001R,250000.0,Po,6,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 2,,Vendore,Durrës,Financim i huaj
ANG-0001616,INST-0621-2026-001616,KontratëNr-0001617,Standarte,Blerës 9,2026-06-18,Aprovuar,PRJ-002653,230,INST-0621,L71920001R,350000.0,Po,6,2026,Ministria e Brendshme,Kapitulli 2,,Qendrore,Vlorë,Të ardhura të trashiguara
ANG-0001617,INST-0621-2026-001617,KontratëNr-0001618,Standarte,Blerës 95,2026-06-18,Aprovuar,PRJ-002654,230,INST-0621,L91708008J,545705.0,Po,6,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 3,,Qendrore,Durrës,Buxheti i Shtetit
ANG-0001618,INST-0621-2026-001618,,Standarte,Blerës 83,2026-06-18,Aprovuar,PRJ-002655,230,INST-0621,L41726016Q,224000.0,Po,6,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 2,,SHA,Fier,Buxheti i Shtetit
ANG-0001619,INST-0621-2026-001619,KontratëNr-0001620,e_Planifikuar,Blerës 165,2026-06-18,Aprovuar,PRJ-002656,230,INST-0621,L81722022V,100000.0,Po,6,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 3,,Vendore,Shkodër,Buxheti i Shtetit
ANG-0001620,INST-0621-2026-001620,KontratëNr-0001621,e_Planifikuar,Blerës 98,2026-06-18,Aprovuar,PRJ-002657,230,INST-0621,L74320602D,79500.0,Po,6,2026,Ministria e Brendshme,Kapitulli 1,,Qendrore,Shkodër,Të ardhura të trashiguara
ANG-0001621,INST-0621-2026-001621,KontratëNr-0001622,Standarte,Blerës 79,2026-06-18,Aprovuar,PRJ-002658,230,INST-0621,K31520054N,1092760.9,Po,6,2026,Ministria e Brendshme,Kapitulli 2,,Vendore,Tiranë,Të ardhura të trashiguara
ANG-0001622,INST-0621-2026-001622,KontratëNr-0001623,Standarte,Blerës 21,2026-06-18,Aprovuar,PRJ-002659,231,INST-0621,K36310782O,249970.0,Po,6,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 5,,Qendrore,Durrës,Buxheti i Shtetit
ANG-0001623,INST-0621-2026-001623,KontratëNr-0001624,Standarte,Blerës 42,2026-06-18,Aprovuar,PRJ-002660,230,INST-0621,L51518015J,99905.0,Po,6,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 3,,SHA,Korçë,Financim i huaj
ANG-0001624,INST-0621-2026-001624,KontratëNr-0001625,Standarte,Blerës 9,2026-06-18,Aprovuar,PRJ-002661,230,INST-0621,K57123001R,370000.0,Po,6,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 5,,Vendore,Shkodër,Buxheti i Shtetit
ANG-0001625,INST-0621-2026-001625,KontratëNr-0001626,Standarte,Blerës 163,2026-06-18,Aprovuar,PRJ-002663,230,INST-0621,K21912001R,136930.0,Po,6,2026,Ministria e Brendshme,Kapitulli 4,,SHA,Korçë,Të ardhura të trashiguara
ANG-0001626,INST-0621-2026-001626,,e_Planifikuar,Blerës 133,2026-06-18,Aprovuar,PRJ-002664,230,INST-0621,L21305035S,137019.67,Po,6,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 3,,Vendore,Tiranë,Të ardhura të trashiguara
ANG-0001627,INST-0621-2026-001627,,Standarte,Blerës 54,2026-06-18,Aprovuar,PRJ-002665,231,INST-0621,K82015004O,192000.0,Po,6,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 3,,Vendore,Durrës,Buxheti i Shtetit
ANG-0001628,INST-0621-2026-001628,KontratëNr-0001629,Standarte,Blerës 163,2026-06-18,Aprovuar,PRJ-002666,231,INST-0621,K81503063B,917000.0,Po,6,2026,Ministria e Arsimit dhe Sportit,Kapitulli 1,,Qendrore,Shkodër,Financim i huaj
ANG-0001629,INST-0621-2026-001629,KontratëNr-0001630,e_Planifikuar,Blerës 126,2026-06-18,Aprovuar,PRJ-002667,231,INST-0621,,0.0,Po,6,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 4,,SHA,Fier,Buxheti i Shtetit
ANG-0001630,INST-0621-2026-001630,KontratëNr-0001631,Standarte,Blerës 66,2026-06-18,Aprovuar,PRJ-002668,231,INST-0621,L12107043O,262328.0,Po,6,2026,Ministria e Brendshme,Kapitulli 7,,Vendore,Vlorë,Financim i huaj
ANG-0001631,INST-0621-2026-001631,KontratëNr-0001632,Standarte,Blerës 18,2026-06-16,Aprovuar,PRJ-002669,230,INST-0621,L26310801C,96910335.41,Po,6,2026,Ministria e Arsimit dhe Sportit,Kapitulli 3,,Qendrore,Korçë,Financim i huaj
ANG-0001632,INST-0621-2026-001632,KontratëNr-0001633,e_Planifikuar,Blerës 148,2026-06-18,Aprovuar,PRJ-002676,230,INST-0621,L97006001D,247600.0,Po,6,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 2,,SHA,Durrës,Të ardhura të trashiguara
ANG-0001633,INST-0621-2026-001633,KontratëNr-0001634,e_Planifikuar,Blerës 156,2026-06-18,Aprovuar,PRJ-002677,230,INST-0621,M61510028C,171500.0,Po,6,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 4,,Vendore,Vlorë,Financim i huaj
ANG-0001634,INST-0655-2026-001634,KontratëNr-0001635,Standarte,Blerës 192,2026-06-18,Aprovuar,PRJ-002443,230,INST-0655,,0.0,Po,6,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 4,,Vendore,Korçë,Financim i huaj
ANG-0001635,INST-0957-2026-001635,KontratëNr-0001636,Standarte,Blerës 156,2026-06-18,Aprovuar,PRJ-002671,231,INST-0957,L64506003C,7369822.0,Po,6,2026,Ministria e Brendshme,Kapitulli 3,,SHA,Vlorë,Të ardhura të trashiguara
ANG-0001636,INST-0337-2026-001636,,Standarte,Blerës 68,2026-06-17,Aprovuar,PRJ-002672,230,INST-0337,L21319037M,24800000.0,Po,6,2026,Ministria e Arsimit dhe Sportit,Kapitulli 2,,SHA,Korçë,Financim i huaj
ANG-0001637,INST-0915-2026-001637,KontratëNr-0001638,Standarte,Blerës 141,2026-06-18,Aprovuar,PRJ-002662,231,INST-0915,J61813529P,2200000.0,Po,6,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 5,,SHA,Korçë,Buxheti i Shtetit
ANG-0001638,INST-0621-2026-001638,KontratëNr-0001639,Standarte,Blerës 83,2026-06-18,Aprovuar,PRJ-002379,231,INST-0621,M01321501F,67000.0,Po,6,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 5,,Vendore,Shkodër,Buxheti i Shtetit
ANG-0001639,INST-0172-2026-001639,KontratëNr-0001640,e_Planifikuar,Blerës 155,2026-06-18,Aprovuar,PRJ-002389,231,INST-0172,L32222023L,39000.0,Po,6,2026,Ministria e Brendshme,Kapitulli 4,,Vendore,Shkodër,Buxheti i Shtetit
ANG-0001640,INST-0126-2026-001640,KontratëNr-0001641,e_Planifikuar,Blerës 154,2026-06-17,Aprovuar,PRJ-002393,231,INST-0126,K71412003A,122180630.0,Po,6,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 5,,SHA,Durrës,Financim i huaj
ANG-0001641,INST-0621-2026-001641,KontratëNr-0001642,Standarte,Blerës 154,2026-06-18,Aprovuar,PRJ-002376,231,INST-0621,K31503045V,138588.0,Po,6,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 5,,Qendrore,Korçë,Buxheti i Shtetit
ANG-0001642,INST-0621-2026-001642,KontratëNr-0001643,Standarte,Blerës 66,2026-06-18,Aprovuar,PRJ-002387,231,INST-0621,J91801003E,125000.0,Po,6,2026,Ministria e Brendshme,Kapitulli 6,,Qendrore,Tiranë,Financim i huaj
ANG-0001643,INST-0957-2026-001643,KontratëNr-0001644,Standarte,Blerës 46,2026-06-18,Aprovuar,PRJ-002372,230,INST-0957,L91612011A,59400.0,Po,6,2026,Ministria e Arsimit dhe Sportit,Kapitulli 5,,Vendore,Tiranë,Të ardhura të trashiguara
ANG-0001644,INST-0337-2026-001644,KontratëNr-0001645,e_Planifikuar,Blerës 93,2026-06-18,Aprovuar,PRJ-002383,230,INST-0337,M31516511T,70000.0,Po,6,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 6,,Qendrore,Elbasan,Të ardhura të trashiguara
ANG-0001645,INST-0621-2026-001645,KontratëNr-0001646,Standarte,Blerës 162,2026-06-18,Aprovuar,PRJ-002373,230,INST-0621,L64214802E,408750.0,Po,6,2026,Ministria e Brendshme,Kapitulli 5,,Qendrore,Korçë,Buxheti i Shtetit
ANG-0001646,INST-0621-2026-001646,KontratëNr-0001647,Standarte,Blerës 68,2026-06-18,Aprovuar,PRJ-002374,231,INST-0621,M41824506K,499999.0,Po,6,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 4,,SHA,Vlorë,Të ardhura të trashiguara
ANG-0001647,INST-0621-2026-001647,KontratëNr-0001648,Standarte,Blerës 167,2026-06-18,Aprovuar,PRJ-002375,231,INST-0621,L21305035S,130031.33,Po,6,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 1,,SHA,Elbasan,Financim i huaj
ANG-0001648,INST-0172-2026-001648,KontratëNr-0001649,e_Planifikuar,Blerës 49,2026-06-18,Aprovuar,PRJ-002380,231,INST-0172,L01717030C,28897.0,Po,6,2026,Ministria e Arsimit dhe Sportit,Kapitulli 7,,Qendrore,Vlorë,Financim i huaj
ANG-0001649,INST-1007-2026-001649,KontratëNr-0001650,Standarte,Blerës 173,2026-06-18,Aprovuar,PRJ-002384,231,INST-1007,K21912001R,90000.0,Po,6,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 1,,Qendrore,Korçë,Buxheti i Shtetit
ANG-0001650,INST-0961-2026-001650,KontratëNr-0001651,e_Planifikuar,Blerës 50,2026-06-18,Aprovuar,PRJ-002385,231,INST-0961,K82008005K,96000.0,Po,6,2026,Ministria e Brendshme,Kapitulli 2,,Qendrore,Korçë,Të ardhura të trashiguara
ANG-0001651,INST-0575-2026-001651,KontratëNr-0001652,Standarte,Blerës 165,2026-06-18,Aprovuar,PRJ-002386,230,INST-0575,K51615512C,929600.0,Po,6,2026,Ministria e Brendshme,Kapitulli 4,,Qendrore,Korçë,Financim i huaj
ANG-0001652,INST-0573-2026-001652,KontratëNr-0001653,e_Planifikuar,Blerës 98,2026-06-18,Aprovuar,PRJ-002388,231,INST-0573,K61731002D,849205.96,Po,6,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 7,,Vendore,Vlorë,Të ardhura të trashiguara
ANG-0001653,INST-0118-2026-001653,KontratëNr-0001654,e_Planifikuar,Blerës 121,2026-06-18,Aprovuar,PRJ-002394,230,INST-0118,J91329003O,555684.0,Po,6,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 2,,SHA,Korçë,Buxheti i Shtetit
ANG-0001654,INST-1004-2026-001654,KontratëNr-0001655,Standarte,Blerës 89,2026-06-18,Aprovuar,PRJ-002392,230,INST-1004,M11307042L,99863.0,Po,6,2026,Ministria e Brendshme,Kapitulli 1,,Qendrore,Elbasan,Financim i huaj
ANG-0001655,INST-0621-2026-001655,KontratëNr-0001656,Standarte,Blerës 82,2026-06-18,Aprovuar,PRJ-002341,231,INST-0621,L61704504H,99000.0,Po,6,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 3,,Qendrore,Elbasan,Buxheti i Shtetit
ANG-0001656,INST-0915-2026-001656,KontratëNr-0001657,Standarte,Blerës 165,2026-06-18,Aprovuar,PRJ-002343,231,INST-0915,L02904408M,690000.0,Po,6,2026,Ministria e Brendshme,Kapitulli 5,,Vendore,Shkodër,Të ardhura të trashiguara
