id_dokumenti_financiar,statusi
DOC-0001996,regjistruar
DOC-0001997,regjistruar
DOC-0001998,regjistruar
DOC-0001999,regjistruar
DOC-0002000,regjistruar
DOC-0002001,regjistruar
DOC-0002002,regjistruar
DOC-0002003,regjistruar
DOC-0002004,regjistruar
DOC-0002005,regjistruar
DOC-0002006,regjistruar
DOC-0002007,regjistruar
DOC-0002008,regjistruar
DOC-0002009,regjistruar
DOC-0002010,regjistruar
DOC-0002011,regjistruar
DOC-0002012,regjistruar
DOC-0002013,regjistruar
DOC-0002014,regjistruar
DOC-0002015,regjistruar
DOC-0002016,regjistruar
DOC-0002017,regjistruar
DOC-0002018,regjistruar
DOC-0002019,regjistruar
DOC-0002020,regjistruar
DOC-0002021,regjistruar
DOC-0002022,regjistruar
DOC-0002023,regjistruar
DOC-0002024,regjistruar
DOC-0002025,regjistruar
DOC-0002026,regjistruar
DOC-0002027,regjistruar
DOC-0002028,regjistruar
DOC-0002029,regjistruar
DOC-0002030,regjistruar
DOC-0002031,regjistruar
DOC-0002032,regjistruar
DOC-0002033,regjistruar
DOC-0002034,regjistruar
DOC-0002035,regjistruar
DOC-0002036,regjistruar
DOC-0002037,regjistruar
DOC-0002038,regjistruar
DOC-0002039,regjistruar
DOC-0002040,regjistruar
DOC-0002041,regjistruar
DOC-0002042,regjistruar
DOC-0002043,regjistruar
DOC-0002044,regjistruar
DOC-0002045,regjistruar
DOC-0002046,regjistruar
DOC-0002047,regjistruar
DOC-0002048,regjistruar
DOC-0002049,regjistruar
DOC-0002050,regjistruar
DOC-0002051,regjistruar
DOC-0002052,regjistruar
DOC-0002053,regjistruar
DOC-0002054,regjistruar
DOC-0002055,regjistruar
DOC-0002056,regjistruar
DOC-0002057,regjistruar
DOC-0002058,regjistruar
DOC-0002059,regjistruar
DOC-0002060,regjistruar
DOC-0002061,regjistruar
DOC-0002062,regjistruar
DOC-0002063,regjistruar
DOC-0002064,regjistruar
DOC-0002065,regjistruar
DOC-0002066,regjistruar
DOC-0002067,regjistruar
DOC-0002068,regjistruar
DOC-0002069,regjistruar
DOC-0002070,regjistruar
DOC-0002071,regjistruar
DOC-0002072,regjistruar
DOC-0002073,regjistruar
DOC-0002074,regjistruar
DOC-0002075,regjistruar
DOC-0002076,regjistruar
DOC-0002077,regjistruar
DOC-0002078,regjistruar
DOC-0002079,regjistruar
DOC-0002080,regjistruar
DOC-0002081,regjistruar
DOC-0002082,regjistruar
DOC-0002083,regjistruar
DOC-0002084,regjistruar
DOC-0002085,regjistruar
DOC-0002086,regjistruar
DOC-0002087,regjistruar
DOC-0002088,regjistruar
DOC-0002089,regjistruar
DOC-0002090,regjistruar
DOC-0002091,regjistruar
DOC-0002092,regjistruar
DOC-0002093,regjistruar
DOC-0002094,regjistruar
DOC-0002095,regjistruar
DOC-0002096,regjistruar
DOC-0002097,regjistruar
DOC-0002098,regjistruar
DOC-0002099,regjistruar
DOC-0002100,regjistruar
DOC-0002101,regjistruar
DOC-0002102,regjistruar
DOC-0002103,regjistruar
DOC-0002104,regjistruar
DOC-0002105,regjistruar
DOC-0002106,regjistruar
DOC-0002107,regjistruar
DOC-0002108,regjistruar
DOC-0002109,regjistruar
DOC-0002110,regjistruar
DOC-0002111,regjistruar
DOC-0002112,regjistruar
DOC-0002113,regjistruar
DOC-0002114,regjistruar
DOC-0002115,regjistruar
DOC-0002116,regjistruar
DOC-0002117,regjistruar
DOC-0002118,regjistruar
DOC-0002119,regjistruar
DOC-0002120,regjistruar
DOC-0002121,regjistruar
DOC-0002122,regjistruar
DOC-0002123,regjistruar
DOC-0002124,regjistruar
DOC-0002125,regjistruar
DOC-0002126,regjistruar
DOC-0002127,regjistruar
DOC-0002128,regjistruar
DOC-0002129,regjistruar
DOC-0002130,regjistruar
DOC-0002131,regjistruar
DOC-0002132,regjistruar
DOC-0002133,regjistruar
DOC-0002134,regjistruar
DOC-0002135,regjistruar
DOC-0002136,regjistruar
DOC-0002137,regjistruar
DOC-0002138,regjistruar
DOC-0002139,regjistruar
DOC-0002140,regjistruar
DOC-0002141,regjistruar
DOC-0002142,regjistruar
DOC-0002143,regjistruar
DOC-0002144,regjistruar
DOC-0002145,regjistruar
DOC-0002146,regjistruar
DOC-0002147,regjistruar
DOC-0002148,regjistruar
DOC-0002149,regjistruar
DOC-0002150,regjistruar
DOC-0002151,regjistruar
DOC-0002152,regjistruar
DOC-0002153,regjistruar
DOC-0002154,regjistruar
DOC-0002155,regjistruar
DOC-0002156,regjistruar
DOC-0002157,regjistruar
DOC-0002158,regjistruar
DOC-0002159,regjistruar
DOC-0002160,regjistruar
DOC-0002161,regjistruar
DOC-0002162,regjistruar
DOC-0002163,regjistruar
DOC-0002164,regjistruar
DOC-0002165,regjistruar
DOC-0002166,regjistruar
DOC-0002167,regjistruar
DOC-0002168,regjistruar
DOC-0002169,regjistruar
DOC-0002170,regjistruar
DOC-0002171,regjistruar
DOC-0002172,regjistruar
DOC-0002173,regjistruar
DOC-0002174,regjistruar
DOC-0002175,regjistruar
DOC-0002176,regjistruar
DOC-0002177,regjistruar
DOC-0002178,regjistruar
DOC-0002179,regjistruar
DOC-0002180,regjistruar
DOC-0002181,regjistruar
DOC-0002182,regjistruar
DOC-0002183,regjistruar
DOC-0002184,regjistruar
DOC-0002185,regjistruar
DOC-0002186,regjistruar
DOC-0002187,regjistruar
DOC-0002188,regjistruar
DOC-0002189,regjistruar
DOC-0002190,regjistruar
DOC-0002191,regjistruar
DOC-0002192,regjistruar
DOC-0002193,regjistruar
DOC-0002194,regjistruar
DOC-0002195,regjistruar
DOC-0002196,regjistruar
DOC-0002197,regjistruar
DOC-0002198,regjistruar
DOC-0002199,regjistruar
DOC-0002200,regjistruar
DOC-0002201,regjistruar
DOC-0002202,regjistruar
DOC-0002203,regjistruar
DOC-0002204,regjistruar
DOC-0002205,regjistruar
DOC-0002206,regjistruar
DOC-0002207,regjistruar
DOC-0002208,regjistruar
DOC-0002209,regjistruar
DOC-0002210,regjistruar
DOC-0002211,regjistruar
DOC-0002212,regjistruar
DOC-0002213,regjistruar
DOC-0002214,regjistruar
DOC-0002215,regjistruar
DOC-0002216,regjistruar
DOC-0002217,regjistruar
DOC-0002218,regjistruar
DOC-0002219,regjistruar
DOC-0002220,regjistruar
DOC-0002221,regjistruar
DOC-0002222,regjistruar
DOC-0002223,regjistruar
DOC-0002224,regjistruar
DOC-0002225,regjistruar
DOC-0002226,regjistruar
DOC-0002227,regjistruar
DOC-0002228,regjistruar
DOC-0002229,regjistruar
DOC-0002230,regjistruar
DOC-0002231,regjistruar
DOC-0002232,regjistruar
DOC-0002233,regjistruar
DOC-0002234,regjistruar
DOC-0002235,regjistruar
DOC-0002236,regjistruar
DOC-0002237,regjistruar
DOC-0002238,regjistruar
DOC-0002239,regjistruar
DOC-0002240,regjistruar
DOC-0002241,regjistruar
DOC-0002242,regjistruar
DOC-0002243,regjistruar
DOC-0002244,regjistruar
DOC-0002245,regjistruar
DOC-0002246,regjistruar
DOC-0002247,regjistruar
DOC-0002248,regjistruar
DOC-0002249,regjistruar
DOC-0002250,regjistruar
DOC-0002251,regjistruar
DOC-0002252,regjistruar
DOC-0002253,regjistruar
DOC-0002254,regjistruar
DOC-0002255,regjistruar
DOC-0002256,regjistruar
DOC-0002257,regjistruar
DOC-0002258,regjistruar
DOC-0002259,regjistruar
DOC-0002260,regjistruar
DOC-0002261,regjistruar
DOC-0002262,regjistruar
DOC-0002263,regjistruar
DOC-0002264,regjistruar
DOC-0002265,regjistruar
DOC-0002266,regjistruar
DOC-0002267,regjistruar
DOC-0002268,regjistruar
DOC-0002269,regjistruar
DOC-0002270,regjistruar
DOC-0002271,regjistruar
DOC-0002272,regjistruar
DOC-0002273,regjistruar
DOC-0002274,regjistruar
DOC-0002275,regjistruar
DOC-0002276,regjistruar
DOC-0002277,regjistruar
DOC-0002278,regjistruar
DOC-0002279,regjistruar
DOC-0002280,regjistruar
DOC-0002281,regjistruar
DOC-0002282,regjistruar
DOC-0002283,regjistruar
DOC-0002284,regjistruar
DOC-0002285,regjistruar
DOC-0002286,regjistruar
DOC-0002287,regjistruar
DOC-0002288,regjistruar
DOC-0002289,regjistruar
DOC-0002290,regjistruar
DOC-0002291,regjistruar
DOC-0002292,regjistruar
DOC-0002293,regjistruar
DOC-0002294,regjistruar
DOC-0002295,regjistruar
DOC-0002296,regjistruar
DOC-0002297,regjistruar
DOC-0002298,regjistruar
DOC-0002299,regjistruar
DOC-0002300,regjistruar
DOC-0002301,regjistruar
DOC-0002302,regjistruar
DOC-0002303,regjistruar
DOC-0002304,regjistruar
DOC-0002305,regjistruar
DOC-0002306,regjistruar
DOC-0002307,regjistruar
DOC-0002308,regjistruar
DOC-0002309,regjistruar
DOC-0002310,regjistruar
DOC-0002311,regjistruar
DOC-0002312,regjistruar
DOC-0002313,regjistruar
DOC-0002314,regjistruar
DOC-0002315,regjistruar
DOC-0002316,regjistruar
DOC-0002317,regjistruar
DOC-0002318,regjistruar
DOC-0002319,regjistruar
DOC-0002320,regjistruar
DOC-0002321,regjistruar
DOC-0002322,regjistruar
DOC-0002323,regjistruar
DOC-0002324,regjistruar
DOC-0002325,regjistruar
DOC-0002326,regjistruar
DOC-0002327,regjistruar
DOC-0002328,regjistruar
DOC-0002329,regjistruar
DOC-0002330,regjistruar
DOC-0002331,regjistruar
DOC-0002332,regjistruar
DOC-0002333,regjistruar
DOC-0002334,regjistruar
DOC-0002335,regjistruar
DOC-0002336,regjistruar
DOC-0002337,regjistruar
DOC-0002338,regjistruar
DOC-0002339,regjistruar
DOC-0002340,regjistruar
DOC-0002341,regjistruar
DOC-0002342,regjistruar
DOC-0002343,regjistruar
DOC-0002344,regjistruar
DOC-0002345,regjistruar
DOC-0002346,regjistruar
DOC-0002347,regjistruar
DOC-0002348,regjistruar
DOC-0002349,regjistruar
DOC-0002350,regjistruar
DOC-0002351,regjistruar
DOC-0002352,regjistruar
DOC-0002353,regjistruar
DOC-0002354,regjistruar
DOC-0002355,regjistruar
DOC-0002356,regjistruar
DOC-0002357,regjistruar
DOC-0002358,regjistruar
DOC-0002359,regjistruar
DOC-0002360,regjistruar
DOC-0002361,regjistruar
DOC-0002362,regjistruar
DOC-0002363,regjistruar
DOC-0002364,regjistruar
DOC-0002365,regjistruar
DOC-0002366,regjistruar
DOC-0002367,regjistruar
DOC-0002368,regjistruar
DOC-0002369,regjistruar
DOC-0002370,regjistruar
DOC-0002371,regjistruar
DOC-0002372,regjistruar
DOC-0002373,regjistruar
DOC-0002374,regjistruar
DOC-0002375,regjistruar
DOC-0002376,regjistruar
DOC-0002377,regjistruar
DOC-0002378,regjistruar
DOC-0002379,regjistruar
DOC-0002380,regjistruar
DOC-0002381,regjistruar
DOC-0002382,regjistruar
DOC-0002383,regjistruar
DOC-0002384,regjistruar
DOC-0002385,regjistruar
DOC-0002386,regjistruar
DOC-0002387,regjistruar
DOC-0002388,regjistruar
DOC-0002389,regjistruar
DOC-0002390,regjistruar
DOC-0002391,regjistruar
DOC-0002392,regjistruar
DOC-0002393,regjistruar
DOC-0002394,regjistruar
DOC-0002395,regjistruar
DOC-0002396,regjistruar
DOC-0002397,regjistruar
DOC-0002398,regjistruar
DOC-0002399,regjistruar
DOC-0002400,regjistruar
DOC-0002401,regjistruar
DOC-0002402,regjistruar
DOC-0002403,regjistruar
DOC-0002404,regjistruar
DOC-0002405,regjistruar
DOC-0002406,regjistruar
DOC-0002407,regjistruar
DOC-0002408,regjistruar
DOC-0002409,regjistruar
DOC-0002410,regjistruar
DOC-0002411,regjistruar
DOC-0002412,regjistruar
DOC-0002413,regjistruar
DOC-0002414,regjistruar
DOC-0002415,regjistruar
DOC-0002416,regjistruar
DOC-0002417,regjistruar
DOC-0002418,regjistruar
DOC-0002419,regjistruar
DOC-0002420,regjistruar
DOC-0002421,regjistruar
DOC-0002422,regjistruar
DOC-0002423,regjistruar
DOC-0002424,regjistruar
DOC-0002425,regjistruar
DOC-0002426,regjistruar
DOC-0002427,regjistruar
DOC-0002428,regjistruar
DOC-0002429,regjistruar
DOC-0002430,regjistruar
DOC-0002431,regjistruar
DOC-0002432,regjistruar
DOC-0002433,regjistruar
DOC-0002434,regjistruar
DOC-0002435,regjistruar
DOC-0002436,regjistruar
DOC-0002437,regjistruar
DOC-0002438,regjistruar
DOC-0002439,regjistruar
DOC-0002440,regjistruar
DOC-0002441,regjistruar
DOC-0002442,regjistruar
DOC-0002443,regjistruar
DOC-0002444,regjistruar
DOC-0002445,regjistruar
DOC-0002446,regjistruar
DOC-0002447,regjistruar
DOC-0002448,regjistruar
DOC-0002449,regjistruar
DOC-0002450,regjistruar
DOC-0002451,regjistruar
DOC-0002452,regjistruar
DOC-0002453,regjistruar
DOC-0002454,regjistruar
DOC-0002455,regjistruar
DOC-0002456,regjistruar
DOC-0002457,regjistruar
DOC-0002458,regjistruar
DOC-0002459,regjistruar
DOC-0002460,regjistruar
DOC-0002461,regjistruar
DOC-0002462,regjistruar
DOC-0002463,regjistruar
DOC-0002464,regjistruar
DOC-0002465,regjistruar
DOC-0002466,regjistruar
DOC-0002467,regjistruar
DOC-0002468,regjistruar
DOC-0002469,regjistruar
DOC-0002470,regjistruar
DOC-0002471,regjistruar
DOC-0002472,regjistruar
DOC-0002473,regjistruar
DOC-0002474,regjistruar
DOC-0002475,regjistruar
DOC-0002476,regjistruar
DOC-0002477,regjistruar
DOC-0002478,regjistruar
DOC-0002479,regjistruar
DOC-0002480,regjistruar
DOC-0002481,regjistruar
DOC-0002482,regjistruar
DOC-0002483,regjistruar
DOC-0002484,regjistruar
DOC-0002485,regjistruar
DOC-0002486,regjistruar
DOC-0002487,regjistruar
DOC-0002488,regjistruar
DOC-0002489,regjistruar
DOC-0002490,regjistruar
DOC-0002491,regjistruar
DOC-0002492,regjistruar
DOC-0002493,regjistruar
DOC-0002494,regjistruar
DOC-0002495,regjistruar
DOC-0002496,regjistruar
DOC-0002497,regjistruar
DOC-0002498,regjistruar
DOC-0002499,regjistruar
DOC-0002500,regjistruar
DOC-0002501,regjistruar
DOC-0002502,regjistruar
DOC-0002503,regjistruar
DOC-0002504,regjistruar
DOC-0002505,regjistruar
DOC-0002506,regjistruar
DOC-0002507,regjistruar
DOC-0002508,regjistruar
DOC-0002509,regjistruar
DOC-0002510,regjistruar
DOC-0002511,regjistruar
DOC-0002512,regjistruar
DOC-0002513,regjistruar
DOC-0002514,regjistruar
DOC-0002515,regjistruar
DOC-0002516,regjistruar
DOC-0002517,regjistruar
DOC-0002518,regjistruar
DOC-0002519,regjistruar
DOC-0002520,regjistruar
DOC-0002521,regjistruar
DOC-0002522,regjistruar
DOC-0002523,regjistruar
DOC-0002524,regjistruar
DOC-0002525,regjistruar
DOC-0002526,regjistruar
DOC-0002527,regjistruar
DOC-0002528,regjistruar
DOC-0002529,regjistruar
DOC-0002530,regjistruar
DOC-0002531,regjistruar
DOC-0002532,regjistruar
DOC-0002533,regjistruar
DOC-0002534,regjistruar
DOC-0002535,regjistruar
DOC-0002536,regjistruar
DOC-0002537,regjistruar
DOC-0002538,regjistruar
DOC-0002539,regjistruar
DOC-0002540,regjistruar
DOC-0002541,regjistruar
DOC-0002542,regjistruar
DOC-0002543,regjistruar
DOC-0002544,regjistruar
DOC-0002545,regjistruar
DOC-0002546,regjistruar
DOC-0002547,regjistruar
DOC-0002548,regjistruar
DOC-0002549,regjistruar
DOC-0002550,regjistruar
DOC-0002551,regjistruar
DOC-0002552,regjistruar
DOC-0002553,regjistruar
DOC-0002554,regjistruar
DOC-0002555,regjistruar
DOC-0002556,regjistruar
DOC-0002557,regjistruar
DOC-0002558,regjistruar
DOC-0002559,regjistruar
DOC-0002560,regjistruar
DOC-0002561,regjistruar
DOC-0002562,regjistruar
DOC-0002563,regjistruar
DOC-0002564,regjistruar
DOC-0002565,regjistruar
DOC-0002566,regjistruar
DOC-0002567,regjistruar
DOC-0002568,regjistruar
DOC-0002569,regjistruar
DOC-0002570,regjistruar
DOC-0002571,regjistruar
DOC-0002572,regjistruar
DOC-0002573,regjistruar
DOC-0002574,regjistruar
DOC-0002575,regjistruar
DOC-0002576,regjistruar
DOC-0002577,regjistruar
DOC-0002578,regjistruar
DOC-0002579,regjistruar
DOC-0002580,regjistruar
DOC-0002581,regjistruar
DOC-0002582,regjistruar
DOC-0002583,regjistruar
DOC-0002584,regjistruar
DOC-0002585,regjistruar
DOC-0002586,regjistruar
DOC-0002587,regjistruar
DOC-0002588,regjistruar
DOC-0002589,regjistruar
DOC-0002590,regjistruar
DOC-0002591,regjistruar
DOC-0002592,regjistruar
DOC-0002593,regjistruar
DOC-0002594,regjistruar
DOC-0002595,regjistruar
DOC-0002596,regjistruar
DOC-0002597,regjistruar
DOC-0002598,regjistruar
DOC-0002599,regjistruar
DOC-0002600,regjistruar
DOC-0002601,regjistruar
DOC-0002602,regjistruar
DOC-0002603,regjistruar
DOC-0002604,regjistruar
DOC-0002605,regjistruar
DOC-0002606,regjistruar
DOC-0002607,regjistruar
DOC-0002608,regjistruar
DOC-0002609,regjistruar
DOC-0002610,regjistruar
DOC-0002611,regjistruar
DOC-0002612,regjistruar
DOC-0002613,regjistruar
DOC-0002614,regjistruar
DOC-0002615,regjistruar
DOC-0002616,regjistruar
DOC-0002617,regjistruar
DOC-0002618,regjistruar
DOC-0002619,regjistruar
DOC-0002620,regjistruar
DOC-0002621,regjistruar
DOC-0002622,regjistruar
DOC-0002623,regjistruar
DOC-0002624,regjistruar
DOC-0002625,regjistruar
DOC-0002626,regjistruar
DOC-0002627,regjistruar
DOC-0002628,regjistruar
DOC-0002629,regjistruar
DOC-0002630,regjistruar
DOC-0002631,regjistruar
DOC-0002632,regjistruar
DOC-0002633,regjistruar
DOC-0002634,regjistruar
DOC-0002635,regjistruar
DOC-0002636,regjistruar
DOC-0002637,regjistruar
DOC-0002638,regjistruar
DOC-0002639,regjistruar
DOC-0002640,regjistruar
DOC-0002641,regjistruar
DOC-0002642,regjistruar
DOC-0002643,regjistruar
DOC-0002644,regjistruar
DOC-0002645,regjistruar
DOC-0002646,regjistruar
DOC-0002647,regjistruar
DOC-0002648,regjistruar
DOC-0002649,regjistruar
DOC-0002650,regjistruar
DOC-0002651,regjistruar
DOC-0002652,regjistruar
DOC-0002653,regjistruar
DOC-0002654,regjistruar
DOC-0002655,regjistruar
DOC-0002656,regjistruar
DOC-0002657,regjistruar
DOC-0002658,regjistruar
DOC-0002659,regjistruar
DOC-0002660,regjistruar
DOC-0002661,regjistruar
DOC-0002662,regjistruar
DOC-0002663,regjistruar
DOC-0002664,regjistruar
DOC-0002665,regjistruar
DOC-0002666,regjistruar
DOC-0002667,regjistruar
DOC-0002668,regjistruar
DOC-0002669,regjistruar
DOC-0002670,regjistruar
DOC-0002671,regjistruar
DOC-0002672,regjistruar
DOC-0002673,regjistruar
DOC-0002674,regjistruar
DOC-0002675,regjistruar
DOC-0002676,regjistruar
DOC-0002677,regjistruar
DOC-0002678,regjistruar
DOC-0002679,regjistruar
DOC-0002680,regjistruar
DOC-0002681,regjistruar
DOC-0002682,regjistruar
DOC-0002683,regjistruar
DOC-0002684,regjistruar
DOC-0002685,regjistruar
DOC-0002686,regjistruar
DOC-0002687,regjistruar
DOC-0002688,regjistruar
DOC-0002689,regjistruar
DOC-0002690,regjistruar
DOC-0002691,regjistruar
DOC-0002692,regjistruar
DOC-0002693,regjistruar
DOC-0002694,regjistruar
DOC-0002695,regjistruar
DOC-0002696,regjistruar
DOC-0002697,regjistruar
DOC-0002698,regjistruar
DOC-0002699,regjistruar
DOC-0002700,regjistruar
DOC-0002701,regjistruar
DOC-0002702,regjistruar
DOC-0002703,regjistruar
DOC-0002704,regjistruar
DOC-0002705,regjistruar
DOC-0002706,regjistruar
DOC-0002707,regjistruar
DOC-0002708,regjistruar
DOC-0002709,regjistruar
DOC-0002710,regjistruar
DOC-0002711,regjistruar
DOC-0002712,regjistruar
DOC-0002713,regjistruar
DOC-0002714,regjistruar
DOC-0002715,regjistruar
DOC-0002716,regjistruar
DOC-0002717,regjistruar
DOC-0002718,regjistruar
DOC-0002719,regjistruar
DOC-0002720,regjistruar
DOC-0002721,regjistruar
DOC-0002722,regjistruar
DOC-0002723,regjistruar
DOC-0002724,regjistruar
DOC-0002725,regjistruar
DOC-0002726,regjistruar
DOC-0002727,regjistruar
DOC-0002728,regjistruar
DOC-0002729,regjistruar
DOC-0002730,regjistruar
DOC-0002731,regjistruar
DOC-0002732,regjistruar
DOC-0002733,regjistruar
DOC-0002734,regjistruar
DOC-0002735,regjistruar
DOC-0002736,regjistruar
DOC-0002737,regjistruar
DOC-0002738,regjistruar
DOC-0002739,regjistruar
DOC-0002740,regjistruar
DOC-0002741,regjistruar
DOC-0002742,regjistruar
DOC-0002743,regjistruar
DOC-0002744,regjistruar
DOC-0002745,regjistruar
DOC-0002746,regjistruar
DOC-0002747,regjistruar
DOC-0002748,regjistruar
DOC-0002749,regjistruar
DOC-0002750,regjistruar
DOC-0002751,regjistruar
DOC-0002752,regjistruar
DOC-0002753,regjistruar
DOC-0002754,regjistruar
DOC-0002755,regjistruar
DOC-0002756,regjistruar
DOC-0002757,regjistruar
DOC-0002758,regjistruar
DOC-0002759,regjistruar
DOC-0002760,regjistruar
DOC-0002761,regjistruar
DOC-0002762,regjistruar
DOC-0002763,regjistruar
DOC-0002764,regjistruar
DOC-0002765,regjistruar
DOC-0002766,regjistruar
DOC-0002767,regjistruar
DOC-0002768,regjistruar
DOC-0002769,regjistruar
DOC-0002770,regjistruar
DOC-0002771,regjistruar
DOC-0002772,regjistruar
DOC-0002773,regjistruar
DOC-0002774,regjistruar
DOC-0002775,regjistruar
DOC-0002776,regjistruar
DOC-0002777,regjistruar
DOC-0002778,regjistruar
DOC-0002779,regjistruar
DOC-0002780,regjistruar
DOC-0002781,regjistruar
DOC-0002782,regjistruar
DOC-0002783,regjistruar
DOC-0002784,regjistruar
DOC-0002785,regjistruar
DOC-0002786,regjistruar
DOC-0002787,regjistruar
DOC-0002788,regjistruar
DOC-0002789,regjistruar
DOC-0002790,regjistruar
DOC-0002791,regjistruar
DOC-0002792,regjistruar
DOC-0002793,regjistruar
DOC-0002794,regjistruar
DOC-0002795,regjistruar
DOC-0002796,regjistruar
DOC-0002797,regjistruar
DOC-0002798,regjistruar
DOC-0002799,regjistruar
DOC-0002800,regjistruar
DOC-0002801,regjistruar
DOC-0002802,regjistruar
DOC-0002803,regjistruar
DOC-0002804,regjistruar
DOC-0002805,regjistruar
DOC-0002806,regjistruar
DOC-0002807,regjistruar
DOC-0002808,regjistruar
DOC-0002809,regjistruar
DOC-0002810,regjistruar
DOC-0002811,regjistruar
DOC-0002812,regjistruar
DOC-0002813,regjistruar
DOC-0002814,regjistruar
DOC-0002815,regjistruar
DOC-0002816,regjistruar
DOC-0002817,regjistruar
DOC-0002818,regjistruar
DOC-0002819,regjistruar
DOC-0002820,regjistruar
DOC-0002821,regjistruar
DOC-0002822,regjistruar
DOC-0002823,regjistruar
DOC-0002824,regjistruar
DOC-0002825,regjistruar
DOC-0002826,regjistruar
DOC-0002827,regjistruar
DOC-0002828,regjistruar
DOC-0002829,regjistruar
DOC-0002830,regjistruar
DOC-0002831,regjistruar
DOC-0002832,regjistruar
DOC-0002833,regjistruar
DOC-0002834,regjistruar
DOC-0002835,regjistruar
DOC-0002836,regjistruar
DOC-0002837,regjistruar
DOC-0002838,regjistruar
DOC-0002839,regjistruar
DOC-0002840,regjistruar
DOC-0002841,regjistruar
DOC-0002842,regjistruar
DOC-0002843,regjistruar
DOC-0002844,regjistruar
DOC-0002845,regjistruar
DOC-0002846,regjistruar
DOC-0002847,regjistruar
DOC-0002848,regjistruar
DOC-0002849,regjistruar
DOC-0002850,regjistruar
DOC-0002851,regjistruar
DOC-0002852,regjistruar
DOC-0002853,regjistruar
DOC-0002854,regjistruar
DOC-0002855,regjistruar
DOC-0002856,regjistruar
DOC-0002857,regjistruar
DOC-0002858,regjistruar
DOC-0002859,regjistruar
DOC-0002860,regjistruar
DOC-0002861,regjistruar
DOC-0002862,regjistruar
DOC-0002863,regjistruar
DOC-0002864,regjistruar
DOC-0002865,regjistruar
DOC-0002866,regjistruar
DOC-0002867,regjistruar
DOC-0002868,regjistruar
DOC-0002869,regjistruar
DOC-0002870,regjistruar
DOC-0002871,regjistruar
DOC-0002872,regjistruar
DOC-0002873,regjistruar
DOC-0002874,regjistruar
DOC-0002875,regjistruar
DOC-0002876,regjistruar
DOC-0002877,regjistruar
DOC-0002878,regjistruar
DOC-0002879,regjistruar
DOC-0002880,regjistruar
DOC-0002881,regjistruar
DOC-0002882,regjistruar
DOC-0002883,regjistruar
DOC-0002884,regjistruar
DOC-0002885,regjistruar
DOC-0002886,regjistruar
DOC-0002887,regjistruar
DOC-0002888,regjistruar
DOC-0002889,regjistruar
DOC-0002890,regjistruar
DOC-0002891,regjistruar
DOC-0002892,regjistruar
DOC-0002893,regjistruar
DOC-0002894,regjistruar
DOC-0002895,regjistruar
DOC-0002896,regjistruar
DOC-0002897,regjistruar
DOC-0002898,regjistruar
DOC-0002899,regjistruar
DOC-0002900,regjistruar
DOC-0002901,regjistruar
DOC-0002902,regjistruar
DOC-0002903,regjistruar
DOC-0002904,regjistruar
DOC-0002905,regjistruar
DOC-0002906,regjistruar
DOC-0002907,regjistruar
DOC-0002908,regjistruar
DOC-0002909,regjistruar
DOC-0002910,regjistruar
DOC-0002911,regjistruar
DOC-0002912,regjistruar
DOC-0002913,regjistruar
DOC-0002914,regjistruar
DOC-0002915,regjistruar
DOC-0002916,regjistruar
DOC-0002917,regjistruar
DOC-0002918,regjistruar
DOC-0002919,regjistruar
DOC-0002920,regjistruar
DOC-0002921,regjistruar
DOC-0002922,regjistruar
