numri_fatures,numri_angazhimit,nivf_nslf,data_fatures,data_mberritjes_regjistrimit,vlera_fatures,statusi,data_ndryshimit_statusit,arsyeja_refuzimit,furnitor_nipt,kodi_lloj_fature
FAT-0002327,ANG-0001143,NIVF-7025697621,2026-06-21,2026-06-23,9499.22,pranuar,2026-06-27,,M52311039R,mall
FAT-0002328,ANG-0001144,NIVF-3698132917,2026-06-01,2026-06-05,93357.47,pranuar,2026-06-07,,M22422501R,mall
FAT-0002329,ANG-0001144,NIVF-6579178030,2026-07-19,2026-07-23,42642.53,pranuar,2026-08-01,,M22422501R,mall
FAT-0002330,ANG-0001145,NIVF-7476547940,2026-05-27,2026-05-31,24.9,pranuar,2026-06-09,,L18328201N,mall
FAT-0002331,ANG-0001146,NIVF-1898204137,2026-06-02,2026-06-05,14371.45,pranuar,2026-06-06,,J61909041K,sherbim
FAT-0002332,ANG-0001146,NIVF-1883940031,2026-07-16,2026-07-20,7628.55,pranuar,2026-07-27,,J61909041K,sherbim
FAT-0002333,ANG-0001147,NIVF-3907367745,2026-06-07,2026-06-09,10615.42,pranuar,2026-06-13,,L26521001P,sherbim
FAT-0002334,ANG-0001147,NIVF-5732441509,2026-07-17,2026-07-17,25225.67,pranuar,2026-07-26,,L26521001P,sherbim
FAT-0002335,ANG-0001147,NIVF-4270682241,2026-08-11,2026-08-15,64158.91,pranuar,2026-08-21,,L26521001P,sherbim
FAT-0002336,ANG-0001148,NIVF-9341638011,2026-06-07,2026-06-11,1018582.29,pranuar,2026-06-18,,M31417021V,pune
FAT-0002337,ANG-0001148,NIVF-5379129170,2026-06-30,2026-07-02,761417.71,pranuar,2026-07-04,,M31417021V,pune
FAT-0002338,ANG-0001149,NIVF-7457373170,2026-05-27,2026-05-28,449000.0,pranuar,2026-06-06,,L62302021Q,mall
FAT-0002339,ANG-0001150,NIVF-9247848807,2026-06-03,2026-06-04,1015037.68,pranuar,2026-06-13,,K41531001K,mall
FAT-0002340,ANG-0001150,NIVF-3098368188,2026-07-18,2026-07-22,837397.61,pranuar,2026-07-31,,K41531001K,mall
FAT-0002341,ANG-0001151,NIVF-6628341979,2026-05-26,2026-05-26,56806.64,pranuar,2026-06-04,,M62717203D,mall
FAT-0002342,ANG-0001151,NIVF-9530313657,2026-07-18,2026-07-21,42575.36,pranuar,2026-07-22,,M62717203D,mall
FAT-0002343,ANG-0001152,NIVF-8730362297,2026-06-04,2026-06-08,30977.75,pranuar,2026-06-09,,M32113053I,mall
FAT-0002344,ANG-0001152,NIVF-9101548956,2026-07-09,2026-07-09,230971.91,pranuar,2026-07-18,,M32113053I,mall
FAT-0002345,ANG-0001152,NIVF-1015153979,2026-08-23,2026-08-27,98050.35,pranuar,2026-09-05,,M32113053I,mall
FAT-0002346,ANG-0001153,NIVF-8446790218,2026-05-25,2026-05-28,181606.51,pranuar,2026-05-31,,L64425401K,pune
FAT-0002347,ANG-0001153,NIVF-8980557536,2026-07-03,2026-07-06,412393.49,pranuar,2026-07-13,,L64425401K,pune
FAT-0002348,ANG-0001154,NIVF-6085851284,2026-06-04,2026-06-08,308520.99,pranuar,2026-06-13,,K66607001U,sherbim
FAT-0002349,ANG-0001154,NIVF-2027117215,2026-07-21,2026-07-22,565826.3,pranuar,2026-07-24,,K66607001U,sherbim
FAT-0002350,ANG-0001155,NIVF-8206729358,2026-06-08,2026-06-08,43000.21,pranuar,2026-06-10,,J62426002Q,sherbim
FAT-0002351,ANG-0001155,NIVF-3721871809,2026-07-05,2026-07-09,1940.1,pranuar,2026-07-13,,J62426002Q,sherbim
FAT-0002352,ANG-0001155,NIVF-3255559851,2026-08-17,2026-08-21,54848.69,pranuar,2026-08-29,,J62426002Q,sherbim
FAT-0002353,ANG-0001156,NIVF-4763687466,2026-06-05,2026-06-09,220824.68,refuzuar,2026-06-11,Fiskalizim i pavlefshëm,J72124001N,pune
FAT-0002354,ANG-0001156,NIVF-6188694289,2026-07-08,2026-07-12,220457.34,pranuar,2026-07-19,,J72124001N,pune
FAT-0002355,ANG-0001156,NIVF-8079357654,2026-08-31,2026-09-03,208717.97,pranuar,2026-09-10,,J72124001N,pune
FAT-0002356,ANG-0001157,NIVF-1040319976,2026-05-25,2026-05-29,709030.0,pranuar,2026-06-02,,L52027085V,mall
FAT-0002357,ANG-0001158,NIVF-9768809792,2026-05-28,2026-05-30,177272.33,pranuar,2026-06-03,,K36528217C,mall
FAT-0002358,ANG-0001158,NIVF-8167101718,2026-07-23,2026-07-27,6327.67,refuzuar,2026-08-02,Fiskalizim i pavlefshëm,K36528217C,mall
FAT-0002359,ANG-0001159,NIVF-1047333825,2026-06-09,2026-06-09,107549.83,pranuar,2026-06-17,,K11501002D,mall
FAT-0002360,ANG-0001159,NIVF-6221099446,2026-07-29,2026-07-30,91360.57,pranuar,2026-08-08,,K11501002D,mall
FAT-0002361,ANG-0001159,NIVF-9073091160,2026-09-08,2026-09-09,244089.59,pranuar,2026-09-13,,K11501002D,mall
FAT-0002362,ANG-0001160,NIVF-6343885369,2026-06-03,2026-06-05,652340.02,pranuar,2026-06-13,,J84015104A,mall
FAT-0002363,ANG-0001160,NIVF-8632551841,2026-07-24,2026-07-27,167659.98,pranuar,2026-08-01,,J84015104A,mall
FAT-0002364,ANG-0001161,NIVF-9163932611,2026-06-08,2026-06-12,750000.0,pranuar,2026-06-18,,L52020002V,mall
FAT-0002365,ANG-0001162,NIVF-8464284204,2026-05-28,2026-05-31,71584.68,pranuar,2026-06-06,,K31503045V,mall
FAT-0002366,ANG-0001162,NIVF-6888841673,2026-07-07,2026-07-11,315312.64,pranuar,2026-07-13,,K31503045V,mall
FAT-0002367,ANG-0001162,NIVF-5560012970,2026-08-12,2026-08-16,11902.68,pranuar,2026-08-18,,K31503045V,mall
FAT-0002368,ANG-0001163,NIVF-9750423808,2026-06-02,2026-06-05,142840.46,refuzuar,2026-06-14,Gabim në shumën e faturuar,M46915401B,mall
FAT-0002369,ANG-0001163,NIVF-4706975193,2026-07-15,2026-07-16,78410.79,pranuar,2026-07-17,,M46915401B,mall
FAT-0002370,ANG-0001163,NIVF-1900321708,2026-08-07,2026-08-07,3748.76,pranuar,2026-08-08,,M46915401B,mall
FAT-0002371,ANG-0001164,NIVF-7330782707,2026-06-08,2026-06-11,99166.0,pranuar,2026-06-12,,L82203011N,sherbim
FAT-0002372,ANG-0001165,NIVF-6557535155,2026-05-28,2026-06-01,5019.68,pranuar,2026-06-08,,J61825037N,mall
FAT-0002373,ANG-0001165,NIVF-7600897042,2026-06-21,2026-06-25,212480.32,pranuar,2026-07-04,,J61825037N,mall
FAT-0002374,ANG-0001166,NIVF-2561209805,2026-05-27,2026-05-31,406125.0,pranuar,2026-06-05,,L31714005J,sherbim
FAT-0002375,ANG-0001167,NIVF-3954821697,2026-06-04,2026-06-06,338351.93,pranuar,2026-06-13,,K41420001V,sherbim
FAT-0002376,ANG-0001167,NIVF-9607543515,2026-06-26,2026-06-28,195648.07,refuzuar,2026-07-03,Mospërputhje me kontratën,K41420001V,sherbim
FAT-0002377,ANG-0001168,NIVF-8060957773,2026-06-04,2026-06-07,640000.0,pranuar,2026-06-10,,M42411028E,sherbim
FAT-0002378,ANG-0001169,NIVF-2663947364,2026-06-09,2026-06-11,898800.0,pranuar,2026-06-15,,K53717806Q,sherbim
FAT-0002379,ANG-0001170,NIVF-6821448752,2026-05-28,2026-05-30,30000.0,pranuar,2026-06-04,,L51609014F,sherbim
FAT-0002380,ANG-0001171,NIVF-5580086220,2026-05-31,2026-05-31,94658.48,pranuar,2026-06-08,,J72124001N,sherbim
FAT-0002381,ANG-0001171,NIVF-1971606695,2026-07-11,2026-07-15,64330.68,refuzuar,2026-07-16,Mungesë dokumentacioni mbështetës,J72124001N,sherbim
FAT-0002382,ANG-0001171,NIVF-5143828574,2026-08-16,2026-08-16,141010.84,pranuar,2026-08-25,,J72124001N,sherbim
FAT-0002383,ANG-0001172,NIVF-3769659660,2026-06-05,2026-06-06,5705.23,pranuar,2026-06-07,,L32622601G,sherbim
FAT-0002384,ANG-0001172,NIVF-8110556424,2026-07-10,2026-07-12,659494.77,pranuar,2026-07-19,,L32622601G,sherbim
FAT-0002385,ANG-0001173,NIVF-4737965438,2026-06-04,2026-06-06,19852.73,pranuar,2026-06-09,,M12519002F,mall
FAT-0002386,ANG-0001173,NIVF-6258161175,2026-07-02,2026-07-02,94.45,pranuar,2026-07-04,,M12519002F,mall
FAT-0002387,ANG-0001173,NIVF-5522265283,2026-08-09,2026-08-11,4802.82,refuzuar,2026-08-12,Fiskalizim i pavlefshëm,M12519002F,mall
FAT-0002388,ANG-0001174,NIVF-5725236752,2026-06-05,2026-06-05,18620.12,pranuar,2026-06-13,,L92112031B,mall
FAT-0002389,ANG-0001174,NIVF-3416609238,2026-06-26,2026-06-27,16064.15,pranuar,2026-07-03,,L92112031B,mall
FAT-0002390,ANG-0001174,NIVF-2062240587,2026-08-09,2026-08-13,158074.73,pranuar,2026-08-22,,L92112031B,mall
FAT-0002391,ANG-0001175,NIVF-2781991646,2026-06-09,2026-06-11,14184.04,pranuar,2026-06-20,,K91530017T,sherbim
FAT-0002392,ANG-0001175,NIVF-5242829675,2026-07-02,2026-07-06,6615.96,pranuar,2026-07-11,,K91530017T,sherbim
FAT-0002393,ANG-0001176,NIVF-2372316361,2026-06-03,2026-06-07,190581.76,pranuar,2026-06-10,,K41420001V,pune
FAT-0002394,ANG-0001176,NIVF-8708127240,2026-07-03,2026-07-03,261207.14,pranuar,2026-07-06,,K41420001V,pune
FAT-0002395,ANG-0001176,NIVF-7028511281,2026-08-15,2026-08-16,354711.1,pranuar,2026-08-18,,K41420001V,pune
FAT-0002396,ANG-0001177,NIVF-7659742759,2026-06-07,2026-06-09,7789.51,pranuar,2026-06-16,,K42108801C,sherbim
FAT-0002397,ANG-0001177,NIVF-9603533486,2026-08-03,2026-08-06,793.43,pranuar,2026-08-14,,K42108801C,sherbim
FAT-0002398,ANG-0001178,NIVF-3220258645,2026-05-26,2026-05-26,23717.0,pranuar,2026-06-03,,J91809007H,pune
FAT-0002399,ANG-0001179,NIVF-6918074806,2026-06-08,2026-06-10,64995.04,pranuar,2026-06-19,,K41420001V,mall
FAT-0002400,ANG-0001179,NIVF-9173329446,2026-08-02,2026-08-05,107004.96,pranuar,2026-08-11,,K41420001V,mall
FAT-0002401,ANG-0001180,NIVF-4920769823,2026-05-26,2026-05-28,62462.06,pranuar,2026-05-31,,L71421032N,mall
FAT-0002402,ANG-0001180,NIVF-3831211895,2026-07-04,2026-07-07,161237.94,pranuar,2026-07-09,,L71421032N,mall
FAT-0002403,ANG-0001181,NIVF-3867649433,2026-06-09,2026-06-11,40428.64,pranuar,2026-06-15,,K31528061N,sherbim
FAT-0002404,ANG-0001181,NIVF-8720667125,2026-07-20,2026-07-21,52211.36,pranuar,2026-07-25,,K31528061N,sherbim
FAT-0002405,ANG-0001182,NIVF-5391092825,2026-06-09,2026-06-10,595000.0,pranuar,2026-06-14,,K31521059M,pune
FAT-0002406,ANG-0001183,NIVF-3445360083,2026-05-29,2026-06-02,194404.95,pranuar,2026-06-11,,J71907014E,pune
FAT-0002407,ANG-0001183,NIVF-2469781102,2026-06-19,2026-06-20,4344.67,pranuar,2026-06-24,,J71907014E,pune
FAT-0002408,ANG-0001183,NIVF-7028980414,2026-07-16,2026-07-17,49942.96,pranuar,2026-07-19,,J71907014E,pune
FAT-0002409,ANG-0001184,NIVF-7925634371,2026-06-10,2026-06-11,0.0,pranuar,2026-06-16,,,mall
FAT-0002410,ANG-0001184,NIVF-3949303903,2026-07-28,2026-07-29,0.0,pranuar,2026-08-06,,,mall
FAT-0002411,ANG-0001184,NIVF-3767500084,2026-09-07,2026-09-09,0.0,refuzuar,2026-09-14,Mospërputhje me kontratën,,mall
FAT-0002412,ANG-0001185,NIVF-1441673170,2026-06-09,2026-06-11,1863.88,pranuar,2026-06-15,,L82008020I,mall
FAT-0002413,ANG-0001185,NIVF-7788756278,2026-08-06,2026-08-06,341228.15,pranuar,2026-08-12,,L82008020I,mall
FAT-0002414,ANG-0001185,NIVF-1220129975,2026-09-18,2026-09-18,306907.97,pranuar,2026-09-18,,L82008020I,mall
FAT-0002415,ANG-0001186,NIVF-4224719144,2026-06-10,2026-06-12,15812.25,pranuar,2026-06-16,,L93303210A,mall
FAT-0002416,ANG-0001186,NIVF-3007628225,2026-07-11,2026-07-13,53765.37,pranuar,2026-07-21,,L93303210A,mall
FAT-0002417,ANG-0001186,NIVF-6520319102,2026-08-20,2026-08-20,50422.38,pranuar,2026-08-26,,L93303210A,mall
FAT-0002418,ANG-0001187,NIVF-3387109727,2026-05-28,2026-05-30,98000.0,pranuar,2026-05-31,,L01606034A,mall
FAT-0002419,ANG-0001188,NIVF-6945350100,2026-05-30,2026-05-30,2081.43,refuzuar,2026-06-07,Fiskalizim i pavlefshëm,M11721013L,mall
FAT-0002420,ANG-0001188,NIVF-2116598435,2026-07-05,2026-07-08,3711.14,pranuar,2026-07-16,,M11721013L,mall
FAT-0002421,ANG-0001189,NIVF-9590141771,2026-06-09,2026-06-13,0.0,pranuar,2026-06-20,,,mall
FAT-0002422,ANG-0001190,NIVF-9468121913,2026-05-31,2026-06-04,11642.14,pranuar,2026-06-05,,K61516506H,mall
FAT-0002423,ANG-0001190,NIVF-2959680167,2026-07-18,2026-07-21,361923.86,pranuar,2026-07-24,,K61516506H,mall
FAT-0002424,ANG-0001191,NIVF-7410704245,2026-05-31,2026-06-01,2675.53,pranuar,2026-06-06,,L41628006Q,mall
FAT-0002425,ANG-0001191,NIVF-4538330927,2026-07-08,2026-07-11,72503.78,pranuar,2026-07-16,,L41628006Q,mall
FAT-0002426,ANG-0001191,NIVF-2388857718,2026-09-02,2026-09-05,9800.69,refuzuar,2026-09-13,Fiskalizim i pavlefshëm,L41628006Q,mall
FAT-0002427,ANG-0001192,NIVF-1785733868,2026-05-28,2026-05-31,46217.8,pranuar,2026-06-02,,L62302021Q,mall
FAT-0002428,ANG-0001192,NIVF-1450225740,2026-06-19,2026-06-21,30632.2,pranuar,2026-06-22,,L62302021Q,mall
FAT-0002429,ANG-0001193,NIVF-2674810455,2026-05-31,2026-06-04,295500.0,pranuar,2026-06-12,,L71715003C,sherbim
FAT-0002430,ANG-0001194,NIVF-1020019950,2026-06-01,2026-06-03,99636.0,pranuar,2026-06-06,,L51518015J,mall
FAT-0002431,ANG-0001195,NIVF-3174589559,2026-06-10,2026-06-10,11500.0,pranuar,2026-06-11,,K61611004I,mall
FAT-0002432,ANG-0001196,NIVF-2753183662,2026-06-04,2026-06-04,146900.0,pranuar,2026-06-08,,L64704601S,mall
FAT-0002433,ANG-0001197,NIVF-6563726878,2026-06-09,2026-06-13,194588.77,pranuar,2026-06-18,,K11807008V,mall
FAT-0002434,ANG-0001197,NIVF-5507712694,2026-08-03,2026-08-06,390455.23,pranuar,2026-08-13,,K11807008V,mall
FAT-0002435,ANG-0001198,NIVF-3010681765,2026-06-02,2026-06-05,7029.17,pranuar,2026-06-07,,L97818502K,sherbim
FAT-0002436,ANG-0001198,NIVF-3536978481,2026-07-01,2026-07-05,92970.83,pranuar,2026-07-08,,L97818502K,sherbim
FAT-0002437,ANG-0001199,NIVF-3163386737,2026-06-11,2026-06-14,168990.0,pranuar,2026-06-19,,K32621406F,sherbim
FAT-0002438,ANG-0001200,NIVF-3473221754,2026-06-13,2026-06-13,166781000.0,refuzuar,2026-06-21,Gabim në shumën e faturuar,J91524502R,sherbim
FAT-0002439,ANG-0001201,NIVF-8456405931,2026-06-09,2026-06-11,362000.0,refuzuar,2026-06-12,Mungesë dokumentacioni mbështetës,M31625003A,sherbim
FAT-0002440,ANG-0001202,NIVF-5148153692,2026-06-08,2026-06-10,187500.01,refuzuar,2026-06-13,Mospërputhje me kontratën,L91418502J,sherbim
FAT-0002441,ANG-0001203,NIVF-2637992484,2026-06-12,2026-06-14,481507.9,pranuar,2026-06-17,,J72603129H,mall
FAT-0002442,ANG-0001203,NIVF-7631618003,2026-07-30,2026-08-01,417480.88,pranuar,2026-08-09,,J72603129H,mall
FAT-0002443,ANG-0001203,NIVF-1437920683,2026-09-14,2026-09-16,81011.22,refuzuar,2026-09-17,Mospërputhje me kontratën,J72603129H,mall
FAT-0002444,ANG-0001204,NIVF-1392099386,2026-06-09,2026-06-11,185605.35,pranuar,2026-06-18,,K16604717F,sherbim
FAT-0002445,ANG-0001204,NIVF-9202000477,2026-07-14,2026-07-15,36294.65,pranuar,2026-07-20,,K16604717F,sherbim
FAT-0002446,ANG-0001205,NIVF-6733369309,2026-05-31,2026-06-01,485119.82,pranuar,2026-06-07,,M02415002E,sherbim
FAT-0002447,ANG-0001205,NIVF-9584911641,2026-06-27,2026-06-29,160713.92,pranuar,2026-07-03,,M02415002E,sherbim
FAT-0002448,ANG-0001205,NIVF-8245684794,2026-08-06,2026-08-07,62766.27,pranuar,2026-08-12,,M02415002E,sherbim
FAT-0002449,ANG-0001206,NIVF-8755648023,2026-06-05,2026-06-06,120775.93,pranuar,2026-06-15,,K66801001T,sherbim
FAT-0002450,ANG-0001206,NIVF-4406378589,2026-06-27,2026-06-27,215461.27,pranuar,2026-07-01,,K66801001T,sherbim
FAT-0002451,ANG-0001206,NIVF-8441604642,2026-07-20,2026-07-24,653762.8,pranuar,2026-07-28,,K66801001T,sherbim
FAT-0002452,ANG-0001207,NIVF-7649597909,2026-06-06,2026-06-10,980000.0,pranuar,2026-06-18,,K41926801W,sherbim
FAT-0002453,ANG-0001208,NIVF-3011830858,2026-06-02,2026-06-06,412507.62,pranuar,2026-06-07,,K31329048I,sherbim
FAT-0002454,ANG-0001208,NIVF-5068707257,2026-07-13,2026-07-14,1232792.38,refuzuar,2026-07-15,Fiskalizim i pavlefshëm,K31329048I,sherbim
FAT-0002455,ANG-0001209,NIVF-6747942620,2026-06-13,2026-06-16,615450.0,pranuar,2026-06-24,,M53319201J,pune
FAT-0002456,ANG-0001210,NIVF-1077062755,2026-06-12,2026-06-16,83000.0,pranuar,2026-06-20,,J62426002Q,sherbim
FAT-0002457,ANG-0001211,NIVF-1974606566,2026-06-11,2026-06-15,110000.0,pranuar,2026-06-22,,K41425042N,sherbim
FAT-0002458,ANG-0001212,NIVF-9763165594,2026-06-07,2026-06-08,64905.38,pranuar,2026-06-17,,K32725211G,sherbim
FAT-0002459,ANG-0001212,NIVF-1339982490,2026-08-03,2026-08-03,110294.62,pranuar,2026-08-09,,K32725211G,sherbim
FAT-0002460,ANG-0001213,NIVF-4809653183,2026-06-11,2026-06-11,338286.04,pranuar,2026-06-13,,M52223043K,sherbim
FAT-0002461,ANG-0001213,NIVF-9576011903,2026-08-01,2026-08-05,359802.47,pranuar,2026-08-09,,M52223043K,sherbim
FAT-0002462,ANG-0001213,NIVF-4013544792,2026-08-25,2026-08-26,86911.49,pranuar,2026-08-27,,M52223043K,sherbim
FAT-0002463,ANG-0001214,NIVF-8212595658,2026-06-02,2026-06-03,290000.0,pranuar,2026-06-06,,M52116034T,sherbim
FAT-0002464,ANG-0001215,NIVF-3403869765,2026-06-07,2026-06-07,69864.0,pranuar,2026-06-13,,L57213019T,sherbim
FAT-0002465,ANG-0001216,NIVF-7154132674,2026-06-06,2026-06-06,3053501.0,pranuar,2026-06-10,,L13329801V,mall
FAT-0002466,ANG-0001217,NIVF-5448271271,2026-06-08,2026-06-12,73357.92,pranuar,2026-06-13,,L21305035S,mall
FAT-0002467,ANG-0001218,NIVF-3033882442,2026-06-01,2026-06-03,16957.49,pranuar,2026-06-10,,M61402506F,mall
FAT-0002468,ANG-0001218,NIVF-9780070650,2026-07-10,2026-07-11,14249.67,pranuar,2026-07-16,,M61402506F,mall
FAT-0002469,ANG-0001218,NIVF-2497798108,2026-07-31,2026-08-02,87792.84,pranuar,2026-08-05,,M61402506F,mall
FAT-0002470,ANG-0001219,NIVF-2498997415,2026-06-07,2026-06-07,7175675.0,pranuar,2026-06-09,,J64103475Q,pune
FAT-0002471,ANG-0001220,NIVF-4752496411,2026-06-06,2026-06-10,100000.0,pranuar,2026-06-17,,J61901194M,pune
FAT-0002472,ANG-0001221,NIVF-9685542123,2026-06-06,2026-06-07,20204.0,pranuar,2026-06-12,,K81503063B,mall
FAT-0002473,ANG-0001222,NIVF-5933328230,2026-06-10,2026-06-10,12487.74,pranuar,2026-06-12,,M52610204S,mall
FAT-0002474,ANG-0001222,NIVF-5438977444,2026-08-01,2026-08-02,87412.26,pranuar,2026-08-06,,M52610204S,mall
FAT-0002475,ANG-0001223,NIVF-6573170012,2026-06-07,2026-06-11,83333.0,pranuar,2026-06-14,,K61920009K,mall
FAT-0002476,ANG-0001224,NIVF-8143550917,2026-06-09,2026-06-11,495263.8,pranuar,2026-06-17,,M52402068L,mall
FAT-0002477,ANG-0001224,NIVF-6918364114,2026-08-05,2026-08-06,4736.2,pranuar,2026-08-14,,M52402068L,mall
FAT-0002478,ANG-0001225,NIVF-7148588628,2026-06-08,2026-06-11,150362.83,pranuar,2026-06-14,,L47401203N,mall
FAT-0002479,ANG-0001225,NIVF-5742526020,2026-07-07,2026-07-10,173446.01,pranuar,2026-07-11,,L47401203N,mall
FAT-0002480,ANG-0001225,NIVF-3950894196,2026-08-28,2026-08-30,176178.16,pranuar,2026-09-06,,L47401203N,mall
FAT-0002481,ANG-0001226,NIVF-1541187875,2026-06-09,2026-06-11,13370.42,pranuar,2026-06-19,,M21611022E,mall
FAT-0002482,ANG-0001226,NIVF-4741836875,2026-07-31,2026-08-02,22009.58,pranuar,2026-08-10,,M21611022E,mall
FAT-0002483,ANG-0001227,NIVF-9606084447,2026-06-07,2026-06-08,559000.0,pranuar,2026-06-15,,M41707006H,mall
FAT-0002484,ANG-0001228,NIVF-3794971753,2026-06-12,2026-06-13,33061.5,pranuar,2026-06-16,,M04619001D,mall
FAT-0002485,ANG-0001228,NIVF-6022547355,2026-07-21,2026-07-22,33370.54,pranuar,2026-07-28,,M04619001D,mall
FAT-0002486,ANG-0001229,NIVF-6515729141,2026-06-08,2026-06-11,60251.01,pranuar,2026-06-14,,L51622005C,mall
FAT-0002487,ANG-0001229,NIVF-4983489457,2026-08-03,2026-08-06,43915.99,pranuar,2026-08-15,,L51622005C,mall
FAT-0002488,ANG-0001230,NIVF-3363992928,2026-06-11,2026-06-12,150000.0,refuzuar,2026-06-13,Mospërputhje me kontratën,K82231003A,mall
FAT-0002489,ANG-0001231,NIVF-4682700969,2026-06-15,2026-06-18,5950.0,pranuar,2026-06-20,,K91628009V,mall
FAT-0002490,ANG-0001232,NIVF-4524460611,2026-06-02,2026-06-03,13702.37,pranuar,2026-06-04,,K41420001V,sherbim
FAT-0002491,ANG-0001232,NIVF-6060405831,2026-07-19,2026-07-20,715.63,pranuar,2026-07-25,,K41420001V,sherbim
FAT-0002492,ANG-0001233,NIVF-7372998879,2026-06-10,2026-06-11,0.0,pranuar,2026-06-16,,,mall
FAT-0002493,ANG-0001233,NIVF-6001109786,2026-07-16,2026-07-16,0.0,pranuar,2026-07-23,,,mall
FAT-0002494,ANG-0001233,NIVF-9968530542,2026-08-28,2026-08-31,0.0,refuzuar,2026-09-01,Fiskalizim i pavlefshëm,,mall
FAT-0002495,ANG-0001234,NIVF-3349683652,2026-06-03,2026-06-05,17788.13,refuzuar,2026-06-06,Mospërputhje me kontratën,L96611004A,mall
FAT-0002496,ANG-0001234,NIVF-8416172771,2026-06-25,2026-06-27,29858.52,pranuar,2026-06-28,,L96611004A,mall
FAT-0002497,ANG-0001234,NIVF-7428890450,2026-08-04,2026-08-07,19019.35,pranuar,2026-08-16,,L96611004A,mall
FAT-0002498,ANG-0001235,NIVF-3906371411,2026-06-13,2026-06-15,42623.92,pranuar,2026-06-22,,L64214802E,mall
FAT-0002499,ANG-0001235,NIVF-4685156130,2026-07-06,2026-07-08,10309.83,pranuar,2026-07-15,,L64214802E,mall
FAT-0002500,ANG-0001235,NIVF-5210465743,2026-08-14,2026-08-14,122066.24,pranuar,2026-08-22,,L64214802E,mall
FAT-0002501,ANG-0001236,NIVF-7303532307,2026-06-03,2026-06-07,30410242.0,pranuar,2026-06-13,,J63423463I,pune
FAT-0002502,ANG-0001237,NIVF-4027131147,2026-06-04,2026-06-04,236867.92,pranuar,2026-06-11,,K32203002I,mall
FAT-0002503,ANG-0001237,NIVF-5916520744,2026-07-23,2026-07-23,183782.08,pranuar,2026-07-30,,K32203002I,mall
FAT-0002504,ANG-0001238,NIVF-2010215496,2026-06-11,2026-06-13,251666.23,pranuar,2026-06-14,,J61814009W,mall
FAT-0002505,ANG-0001238,NIVF-2017117593,2026-07-21,2026-07-25,71933.77,pranuar,2026-07-28,,J61814009W,mall
FAT-0002506,ANG-0001239,NIVF-8645260375,2026-06-06,2026-06-09,305000.0,pranuar,2026-06-10,,K16604717F,mall
FAT-0002507,ANG-0001240,NIVF-6074778202,2026-06-10,2026-06-13,236402.0,pranuar,2026-06-14,,L71325019D,sherbim
FAT-0002508,ANG-0001241,NIVF-2315626425,2026-06-02,2026-06-03,217782.59,pranuar,2026-06-05,,K67917806I,mall
FAT-0002509,ANG-0001241,NIVF-8259266122,2026-07-15,2026-07-17,91717.41,refuzuar,2026-07-26,Mospërputhje me kontratën,K67917806I,mall
FAT-0002510,ANG-0001242,NIVF-5306178324,2026-06-16,2026-06-19,36250.0,pranuar,2026-06-25,,L71921002H,mall
FAT-0002511,ANG-0001243,NIVF-8847158313,2026-06-03,2026-06-03,65443.84,pranuar,2026-06-08,,K12201002T,sherbim
FAT-0002512,ANG-0001243,NIVF-8944785146,2026-07-25,2026-07-26,5169.08,pranuar,2026-07-27,,K12201002T,sherbim
FAT-0002513,ANG-0001243,NIVF-2056085778,2026-08-15,2026-08-15,71787.08,pranuar,2026-08-20,,K12201002T,sherbim
FAT-0002514,ANG-0001244,NIVF-6186071829,2026-06-10,2026-06-10,97583.0,pranuar,2026-06-19,,L73622401A,sherbim
FAT-0002515,ANG-0001245,NIVF-4786171304,2026-06-08,2026-06-10,2678.86,pranuar,2026-06-18,,K62320012O,mall
FAT-0002516,ANG-0001245,NIVF-7332096718,2026-07-13,2026-07-15,5791.64,pranuar,2026-07-21,,K62320012O,mall
FAT-0002517,ANG-0001245,NIVF-9886610125,2026-08-05,2026-08-07,5529.5,pranuar,2026-08-10,,K62320012O,mall
FAT-0002518,ANG-0001246,NIVF-2267229516,2026-06-05,2026-06-08,54120.49,pranuar,2026-06-10,,M48110601O,mall
FAT-0002519,ANG-0001246,NIVF-3249839962,2026-06-25,2026-06-25,252.74,pranuar,2026-07-03,,M48110601O,mall
FAT-0002520,ANG-0001246,NIVF-5555555718,2026-08-03,2026-08-06,44626.77,pranuar,2026-08-15,,M48110601O,mall
FAT-0002521,ANG-0001247,NIVF-7159968279,2026-06-09,2026-06-10,3974.44,pranuar,2026-06-11,,K36306934K,mall
FAT-0002522,ANG-0001247,NIVF-2889917341,2026-07-05,2026-07-08,19358.56,refuzuar,2026-07-13,Mospërputhje me kontratën,K36306934K,mall
FAT-0002523,ANG-0001248,NIVF-8327099404,2026-06-04,2026-06-08,3868825.85,pranuar,2026-06-17,,K47103804L,mall
FAT-0002524,ANG-0001248,NIVF-1786225294,2026-07-13,2026-07-15,2479608.34,pranuar,2026-07-18,,K47103804L,mall
FAT-0002525,ANG-0001249,NIVF-4938533708,2026-06-05,2026-06-07,4205.89,pranuar,2026-06-14,,J97201201R,mall
FAT-0002526,ANG-0001249,NIVF-8773847434,2026-07-23,2026-07-24,47176.13,pranuar,2026-08-01,,J97201201R,mall
FAT-0002527,ANG-0001249,NIVF-7780001404,2026-09-06,2026-09-07,48517.97,pranuar,2026-09-16,,J97201201R,mall
